baseMean	log2FoldChange	lfcSE	pvalue	padj
ERN1	248.985170788215	-1.29500244249323	0.446483130480291	1.82741749627597e-05	0.000667292111246383
OGFOD1	52.7556396055905	-2.08912750683695	0.91579785104673	1.88777005248951e-05	0.000683521235297464
EXOC6	50.4199197188995	-4.70718796806446	1.61965469724961	1.92837255961962e-05	0.000696266730910276
PCDH17	22.836848821549	-5.82319865178614	2.02079854053304	1.9861643987793e-05	0.000711157197229589
TIAL1	372.41567888309	1.07143605489714	0.324856466847458	2.00540879737949e-05	0.000714451008163604
TJP1	830.029935051913	-1.14950996289765	0.364420250541609	2.00644891353937e-05	0.000714451008163604
PHLDA1	58638.6222807307	1.09449658783276	0.336435586194608	2.03067650857696e-05	0.000719104950427391
TBC1D2	52.9534770020711	-3.48589851548837	1.33184978574854	2.02887577100202e-05	0.000719104950427391
POU3F1	2868.15042066204	1.19863943876015	0.393184507774032	2.06764208915064e-05	0.000730189219976759
CD109	267.09594644777	-1.34408161878972	0.489115988959495	2.1812783443061e-05	0.000761969589650557
ABI3	14.2275950149591	-5.92498875610056	2.14302511477481	2.34133797527573e-05	0.000808930926395431
CCDC92	65.1365026644235	-3.41963158256732	1.36397094260836	2.53571911438117e-05	0.000864693634507231
ARRDC4	485.768323726555	-1.2043290339855	0.406295765212458	2.56725243247909e-05	0.000873136777167691
CD24	2513.89997451082	-1.41773040937388	0.552192583811442	2.57848105499456e-05	0.000874647915759998
NUP210	145.729103464081	-4.09819826943506	1.53980159206366	2.60644758261139e-05	0.000881813893434669
FRS3	161.075890147314	1.18915618118807	0.398028116470838	2.62288188708402e-05	0.000885050982317095
CTDSPL	1255.07500517448	1.02085958393439	0.309172817331589	2.65142509870608e-05	0.000891975272591439
ESRRG	19.2351866479556	-6.15870331255025	2.33298815276576	2.6572420843686e-05	0.000891975272591439
ASTN1	27.6032762232287	-5.70069503068892	2.12594333823554	2.80019915961109e-05	0.000935092413662873
GADD45G	38772.8901228541	1.00569958119325	0.304050114672721	2.83540739438241e-05	0.000941969106020342
BNC2	26.4233819614856	-6.27697664152121	2.44630143639013	2.84839407559774e-05	0.000943850890345883
SIPA1L1	900.659201715311	-1.02882529457486	0.315107408009722	2.86272760781087e-05	0.000946168176017489
BNC1	141.576143015436	-1.15652145825813	0.383597118971878	2.94042981570936e-05	0.000966891334808512
ITGA8	9363.34474088647	-1.04677276580761	0.32530581115852	3.00975703376226e-05	0.000982171345954317
ATP1B2	2319.0441990136	1.25891326492734	0.45019446068701	3.02049194270626e-05	0.000982367184289719
TLR4	18.4007356499818	-5.3107654326845	1.99715780871496	3.07077716038746e-05	0.000989557939934861
SYNPO	1786.49741796217	-1.20498855814073	0.416362850552456	3.13095806864677e-05	0.00100144043436369
TEC	110.569211968294	-3.9853432817953	1.56291261560801	3.1479453511191e-05	0.00100438157366151
PLXNB3	27.5583351931584	-5.05906374471784	1.92301582587987	3.26632073079633e-05	0.00103957714123369
TNFAIP8L2	14.5975455153688	-6.02998363980762	2.41172049930065	3.39178694059942e-05	0.00107420475833726
RBM33	819.478417667278	-2.02438430249279	0.963238188573194	3.57320188834345e-05	0.00112425900502507
CLCA5	24.4692708277175	-5.26077551408327	2.06090950660943	3.68006602146464e-05	0.00114579833373621
TMC7	14.5734263733354	-5.37105406081669	2.11261081287723	3.69276255088577e-05	0.00114698094652814
PLD5	171.04436683331	1.19579131591482	0.419122885847122	3.71168415849276e-05	0.00115008675007144
ZDHHC21	242.734850484467	-1.24161702474074	0.451645013683526	3.79800973302701e-05	0.00116840919949208
SCUBE3	369.330684456665	-1.91661394916774	0.929200731316549	4.26002901168809e-05	0.00129815068464916
SPOCK2	187.964000178052	-1.68024305679145	0.789171488857401	4.44798868573192e-05	0.00133647026011852
TSPAN33	15.3721105578751	-5.16564931940659	2.11315182225976	4.44163204442351e-05	0.00133647026011852
PTK2B	169.899731504347	-2.61345966661318	1.24837440808965	4.51054683107691e-05	0.00135211508494375
FGF18	21.3242528053443	-3.99501743369473	1.67980577034799	4.5398895465937e-05	0.0013577535094105
SLBP	3043.8788249662	1.08895123410208	0.362681743896843	4.5680929833004e-05	0.00136302589247088
AGMO	18.780265488856	-5.45371234970758	2.28903864994231	4.68950594205334e-05	0.00138960302512799
GTF3C3	54.1953405625603	-2.5370468455319	1.22845796435061	4.71449748621923e-05	0.00139380441737078
PCDHGB7	462.38802023748	-1.10036875044289	0.376545754082967	5.38848197339543e-05	0.00155039135350596
CD38	15.8693039358303	-5.78938398347518	2.61129518835479	5.47791494565345e-05	0.00157261299887468
SULF1	530.919140518029	-1.67775765828448	0.816448130620125	5.66581321870111e-05	0.00161934218157555
CNKSR2	23.4441174620407	-4.83872673679585	2.09771700575135	5.74890122605531e-05	0.00163583524953318
TTYH1	49.7729739443236	-2.93102675630383	1.41371002856829	5.81411191061487e-05	0.00164711873687529
LAMB3	24249.0077791244	-1.00904768735184	0.327957972488322	5.84629540056906e-05	0.00165260411652051
SRL	22.336262487949	-5.15756939376462	2.28192170316448	6.00228046517388e-05	0.001692984577595
ERRFI1	75536.8183283428	1.30903538086439	0.537633819467798	6.14031213750674e-05	0.00172813588324153
PTGDS	114.10722498	-1.95268275485918	1.00337445405096	6.23353625137166e-05	0.00175055081220437
PCDHGA7	341.842647223174	-1.11932054039632	0.396445546142005	6.34689867390066e-05	0.00176698755737753
PDE4C	30.5124605511446	3.92456400324752	1.7748023519525	6.33665631174445e-05	0.00176698755737753
OASL	582.471018259913	-2.21540892240219	1.14609598497356	6.40489083789868e-05	0.00177165328112691
CPT1A	1331.91502794075	-1.2250633641899	0.474003541224631	6.45680868200169e-05	0.00178218980537477
SLC25A29	255.195421281018	1.06254550325427	0.362991426962394	6.65845060560981e-05	0.00181837771835403
NUP155	237.02332434438	-1.19057484821009	0.451122506703937	6.8110212832166e-05	0.0018405464222361
TACR1	23.5752937785787	-4.8963022939874	2.21883033387832	6.78760937493749e-05	0.0018405464222361
TOB1	1997.11126606247	1.08175390994842	0.375421092959754	6.76245893610247e-05	0.0018405464222361
RASSF8	401.413663901	-1.0804488336536	0.375519343876666	6.89695942372194e-05	0.00185598761945252
ZBTB5	126.363386402193	-1.65942656958418	0.831141106184695	7.03087764559086e-05	0.00188808360107638
HENMT1	10.3249444871226	-4.67754306914325	2.13418850224243	7.08029285252514e-05	0.00189740072492826
LOC498222	94.2833811910198	-2.45762088678261	1.28145147594103	7.27889644053935e-05	0.00193453556945469
RPPH1	37.7790827118124	2.3442834971197	1.23756963156853	7.53823403227424e-05	0.00198707232466288
TEX30	464.855550029569	1.0409529201241	0.356831073126006	7.79040253496362e-05	0.00204594957935483
AKR1C3	18.9668956079539	-5.55427194600384	2.77730120825198	7.99623980246248e-05	0.00209070042705358
PRKAR2A	636.973587136624	-1.00815088120672	0.339075085095835	8.03126130451591e-05	0.00209430512771005
CYFIP2	22.4809523395552	-5.29738247136463	2.5876678732629	8.09256867498555e-05	0.00209885734850229
IREB2	139.541969290882	-1.06402057986902	0.375422778733417	8.5772574430828e-05	0.00219366762780431
DEAF1	1282.76777966675	1.09079378393971	0.395500333472249	8.98447903839736e-05	0.00226191278915902
NAF1	585.689876635684	1.05262073498222	0.370203445360248	8.9519088104479e-05	0.00226191278915902
SCGB1C1	59.7702961529964	1.88398557091786	1.01944719359188	8.96914917051159e-05	0.00226191278915902
CNNM1	13.5392526010678	-4.94604567404185	2.43860365443818	9.04302954492193e-05	0.00226339127833095
ARHGEF15	59.7553774589347	-3.5669474919204	1.78817994357539	9.34404944089042e-05	0.00232451419085987
LLGL1	1319.58876821807	-1.13467241059461	0.429469768415461	9.35937055900912e-05	0.00232451419085987
STAC2	595.544192463119	1.08367448793366	0.392966291088007	9.38407927883098e-05	0.00232616888277176
CES1A	17.4518693043422	-4.88529077168694	2.4324242031024	9.44451240414014e-05	0.00233236304811173
CLSTN2	30.4022534968661	-2.92316335674406	1.53786029969213	9.44525609863709e-05	0.00233236304811173
LIMK1	21.4681368900274	-3.19024438459217	1.64540705318259	9.48968677629999e-05	0.00233885396838445
PTPRC	51.1184627076038	-5.3072622512203	2.78381264500914	9.87882878087798e-05	0.002416282789099
TMPRSS6	76.2245624918656	-3.323489112616	1.71515683727338	9.97429916536667e-05	0.00243501356518137
LRRC4	15.0469736341631	-2.81854261502261	1.51947358951902	0.000103112455504477	0.0024975997661943
ENPP3	955.663213949845	-1.59863388207399	0.848138213148156	0.000110449597019541	0.00263647278811461
PLXNA4	19.5329551758501	-4.02300877471029	2.08435354649161	0.000115700030948575	0.00272148430461156
THBS1	350644.1378784	-1.12746533524967	0.438148290063534	0.000116031250450099	0.00272430385847319
MGP	1764.48533328767	-1.14490509551648	0.455634466200765	0.000121530465814016	0.00282257244025705
ABHD2	435.451603477204	-1.1985578408192	0.502327412991862	0.000121968529265762	0.00282765169466848
LCP2	26.1912838350172	-5.17803218422803	2.90683409023843	0.00012262302028291	0.00283263571943854
NTM	12.3745442956947	-5.04758468941007	2.78678936493604	0.000122859190924342	0.00283301425941819
PCDHGA10	188.757574661321	-1.96235109142606	1.12656474486473	0.000123623732846445	0.00284048113438624
TBCEL	91.1655082059511	-1.39326206353278	0.686484184631437	0.000124278065716592	0.0028504346389446
ZBTB39	147.257939695985	-2.07597727584967	1.19832343323423	0.000124844296685501	0.00285435784313082
CA13	12.0881571194177	-3.87947499129894	2.05633821092977	0.00012545856042393	0.002862231582061
YPEL2	114.318774860214	-1.67414611214663	0.931844091205333	0.000128793243350663	0.00292454310478227
PM20D2	20.8289921179914	-3.63056760120425	1.95533194988651	0.000130184778073761	0.00294350009263852
MMP9	105.25540686641	-5.38049697798155	3.28049830844815	0.000134681899084078	0.0030244767930205
BCL11B	16.291389777944	-4.83408812098549	2.71215092282764	0.000136591206690501	0.00304107256598362
BLNK	23.2905679394482	-5.29521219362983	3.19164985850401	0.000136747316254693	0.00304107256598362
SLC7A11	565.163917731624	1.43952126717975	0.741926182301481	0.000136474765300991	0.00304107256598362
SLC7A3	486.915681768594	1.41008346317483	0.717775437428308	0.000139647261657226	0.00308228288144117
TOX2	24.1225301441928	-4.59796428807613	2.57217953026795	0.000143569275310315	0.00314729244685368
NEK1	112.133009124816	1.10552799366527	0.436029013724604	0.000144778937946625	0.00316842191873005
ADAMTS3	1465.37065450647	-1.05765749327026	0.399904642504086	0.000147063942240009	0.00320753674361034
TMPRSS7	8.85399686175546	-4.27273612145101	2.39923465487997	0.000153356158143363	0.00332788026678106
NPTX2	86.6148127761465	-2.21986268852476	1.33299610257293	0.000156235514618864	0.003373326270414
BTBD3	89.3677285667109	-1.09870663256468	0.438532922832951	0.000161962234976591	0.00346649051093809
MID2	361.75008201604	-1.07835850542437	0.422135339067409	0.00016243291455443	0.00346649051093809
SMIM22	215.768837457297	-1.15928776281191	0.492634245357814	0.00016303396377966	0.00347356660019804
MIR3064	43.7938875737404	1.8979996382142	1.14368498196777	0.000166512790583801	0.00353018070826511
SLCO2B1	435.75027023769	-1.07754187281425	0.423616426508374	0.000167565525688609	0.00354085184610848
MAST3	833.131254814827	-1.08158246750705	0.428877598605391	0.000172354016235514	0.00361874759859862
ZDHHC23	8.58713003036698	-4.23308244779527	2.4610616553402	0.000172374788637669	0.00361874759859862
ZFHX4	99.4195843009116	1.23397584078232	0.573176340505353	0.000175226400012235	0.00367263137586619
BTN1A1	376.629381787462	-1.5960898896286	0.922693038561946	0.00017699476510864	0.00369168692920773
NPL	20.0988856103046	-4.29726738313864	2.52715638732737	0.000176725541549683	0.00369168692920773
MYORG	405.69115455883	-1.47997983286386	0.823957912009186	0.000182603199120039	0.0037963794139634
RAD54L2	327.481727841767	-1.05722706890682	0.417933078536526	0.000195662766713202	0.00400968690450424
IRAK2	246.000880054096	-1.79146814120555	1.10252618470015	0.000198178117823517	0.00404836123414442
TRPV6	354.519046396458	-1.32553912455326	0.685826980267362	0.000200848626558772	0.00406542118006499
PCDHGA1	23.5155763391098	-4.44041134525032	2.77408441952187	0.000202170566990241	0.00407821378482661
OVOL1	1042.33325023952	-1.21308803658513	0.568999768826822	0.000202901070575608	0.00408655437456186
RXRA	1014.79537658612	-1.13100178846997	0.490571558167572	0.000212332917492091	0.00424690577423642
SPDYA	30.8370924237766	2.72239518242746	1.70433700794273	0.000212510025165438	0.00424690577423642
PLD1	799.817616714522	-1.01582113488309	0.391174649199761	0.000213195747418683	0.00425205632930354
TNNT1	37.2597319741473	-3.88515363234592	2.39878796822438	0.00021810091174179	0.00433177311610428
LAX1	26.3748671203937	-4.69793450903344	3.21209834152055	0.000222869526990734	0.00440585710744048
ADCY1	45.1325552587483	-2.22164202161831	1.43084420705439	0.000225852513812873	0.00442437523259563
ZFP819	20.6352249431959	-3.88314986659159	2.42567091248045	0.000226475047552498	0.00442983818353824
DSC3	2074.01008816732	-1.0287862957492	0.406898300222594	0.000232834436966509	0.00451834349844182
RGD1565616	242.902242435623	-1.40107985287524	0.787559130662163	0.000233103058686098	0.00451834349844182
SLC23A2	824.908118055181	-1.40108372598908	0.791832408770146	0.000238992829136475	0.00459793666801368
LRRK2	39.1691122925736	-3.80446310828432	2.43786728317585	0.000247838774812087	0.00473280267752267
MRGPRE	9.21237593054565	-4.21742347519344	2.80871487008961	0.000252657892952806	0.00477530827003178
PHETA2	61.2776103494602	1.64596739111637	1.04011827932895	0.000258957475336054	0.00483423154785226
VAV2	539.46682868646	-1.0531217433761	0.435172611880175	0.000258604201870048	0.00483423154785226
NGB	7.86410808846191	-3.72666254203231	2.43014456986768	0.000264364708032454	0.00491725986513467
POLR3F	145.860836920543	1.18135653630936	0.571051844341562	0.000271409377268804	0.00504101854898398
CAPN5	139.304382927961	-2.26233709630533	1.54519449654426	0.000301089791255381	0.00548945885329824
SLC5A8	90.7829789899851	-2.00684600532642	1.36708991012728	0.000302838562081293	0.00549027997922344
KIT	216.66114227015	-2.03707975468914	1.39113314819131	0.000304777942847272	0.0055176793304794
ACACB	158.37861856786	-2.31564293516249	1.58625627486322	0.000305847981653896	0.00552928539062934
VTCN1	133.194324822957	-1.98577944962532	1.37210217159257	0.000325609747570505	0.00578911675335697
NRROS	21.7272530799438	-3.57012909922234	2.48020852116543	0.000328108304353458	0.00580153092334166
BEST1	11.5584409145739	-3.42104112523126	2.37393825282434	0.000333288396015823	0.00586897189159011
TBC1D24	13.5344954735139	-3.95468169340591	2.88329180775626	0.000338069793351835	0.00592936233635432
NUDT15	83.2509419990591	-1.12236660896395	0.534063169873221	0.0003421535954366	0.00599233674616545
MUC15	289.895392724843	-1.25045545129563	0.690246437670467	0.000350449079792979	0.00612929258959499
RAB11FIP1	2090.1853565213	-1.11612295325228	0.533940310226201	0.000361709286111796	0.00630058472700141
CAD	892.734810325679	-1.68214284979224	1.15158344873969	0.000364192999093825	0.00633528712323807
KIF5A	16.5551482617379	-3.49779355885861	2.61388433039202	0.000409012534283795	0.00696455953357743
EPHB6	3645.11038794898	-1.03169688763068	0.456607683708641	0.000414846846951145	0.00704529098445356
RT1-BB	746.161587621796	-1.35836469506789	0.852087213692976	0.000417761415448895	0.00705759455456915
CSNK1G1	60.8963365007649	1.29759455860628	0.781039284527266	0.000420033334664316	0.00707206688250918
GSC	71.9606269860893	-2.28736498392294	1.6820618288837	0.000419417845598	0.00707206688250918
PIK3R4	388.563075801347	-1.24489356965811	0.716166375797279	0.000420264021101787	0.00707206688250918
LOC691083	5.67654739600859	-3.17262938003724	2.35065823226626	0.000422101938255812	0.00709078485192248
MPZ	465.387357120249	-1.22656599129506	0.699095566893829	0.000433997317369753	0.00724550173488805
NDUFA4L2	373.183895669665	1.01327844823245	0.442421639504334	0.000434505263077461	0.00724550173488805
CLDN3	1775.32246922038	-1.20089833544485	0.668511631954913	0.000439197585830988	0.0072973810861092
PSD4	52.1747752730791	-1.3417545884663	0.843606758075195	0.000439800307629657	0.0072973810861092
COL14A1	2473.97855228953	-1.03433241711193	0.466104272143605	0.00044325048582392	0.00733440149200299
RGL1	198.746322362637	-1.92482199422978	1.42052080568592	0.000447321232047322	0.00739227010396151
RNF24	15.0682239393403	-1.73712394174704	1.26364110720618	0.00045803983090154	0.00751162012763466
ASIC2	10.2953295913906	-3.63761714350081	2.94664656823776	0.000470345223768575	0.00761578947588369
MDGA1	47.2285361424671	1.18678811539767	0.664033876938129	0.000473986728108773	0.00764781059220335
RN5-8S	490.987566047325	-1.02390278948197	0.462125689928258	0.000474650773759711	0.00764781059220335
PRKAB2	144.827257977364	-1.01678959577016	0.457091680018316	0.000486463264865995	0.00775405054290216
ABCD2	17.1837003007401	-2.99011901008689	2.30360320170583	0.000488309390138911	0.00777075066529699
DLK1	137.210467259066	1.29783931094919	0.820015981575443	0.000504643835273786	0.00795215041158814
RAMP1	97.823906044114	-1.45693480045546	1.00867221676888	0.000506066574366951	0.00795511968730487
ANXA8	721.033096452354	-1.05671669568803	0.507830687853811	0.000509574711034842	0.00799077618642227
CDH5	265.848188683334	-1.32938267818037	0.876533532327594	0.000544038226059297	0.00837831867849981
MSLN	25.6972630500148	-3.55246566241707	3.09192704665539	0.000550566202092748	0.00846873310856268
CLCA1	6321.91371730934	-1.61669690107893	1.20306633807134	0.000554498338932055	0.00850649389827894
EYA3	231.237280004956	-1.13968136224935	0.632304269487805	0.000563035530287705	0.00858879051527635
GCNT3	16.1748828694636	-3.50746288081058	3.28464121989058	0.000615073121199367	0.0092189448049533
FOXRED2	7.64039731393422	-2.98506113818078	2.49650780885371	0.000622655143296096	0.00930014460844343
C4B	9198.40622764637	-1.47907216013101	1.09175495944281	0.000629205110016559	0.00936542017103169
IL33	640.751234030207	-1.04423594439559	0.522406290922545	0.000635110818326197	0.00941215257838513
KB15	13.082691896427	-2.38387841173697	1.95078443536333	0.000636725915310461	0.00941215257838513
NDST1	372.631914185168	-1.17462020744962	0.709520672519872	0.000647696119966951	0.00950144889674209
RLN1	7.3168687181582	-2.91482449223429	2.50728143749513	0.000682652908434969	0.00992040134129284
ODAM	6.68573506229472	-3.04507407993198	2.67453815958015	0.000690684561829939	0.0100145376850258
TULP1	11.7458398746325	2.93589270559779	2.55423478396131	0.000698671601898728	0.0100962746059132
MFAP3L	160.416234767105	-1.36066374301481	0.987592775437344	0.000719898117697545	0.0103681416057222
PLG	19.249411630061	-3.30177873051677	3.21965752293262	0.000721385473521302	0.0103779673590285
RSPO2	10.1667641192389	-3.07550979546113	2.80030958253501	0.000735800545531373	0.0105500211700772
PDGFRA	174.406462936977	-1.33436520818174	0.961325336304398	0.000739657975995001	0.0105700568853388
SHROOM2	165.611796393427	-1.17135001206817	0.739764754618315	0.000756160314399821	0.0107226693648115
PGAP1	73.1145839032233	-1.63351032358426	1.335188918727	0.000791779084344634	0.0111094076800602
RAB17	10.8393079949375	-2.92861181241276	2.68928506712836	0.000792978956120628	0.0111103247221684
PAPSS2	142.468359819993	-1.28075743115786	0.909863803622106	0.000796200675784153	0.0111312654130778
PLET1	2001.41631205413	-1.62420979704966	1.33040306300162	0.000803837009066108	0.0112137002671668
CEP70	194.702987219434	1.02224192665508	0.531793334890824	0.000819412741228209	0.0113599686286128
SLC25A45	17.8481371289876	-1.4413720982507	1.12627762361538	0.000819609838992236	0.0113599686286128
H6PD	291.579426338447	-1.08607245773843	0.629890148621921	0.000827887768774984	0.0114378063660338
ITGA10	10.1684064956784	-2.69710642660357	2.45150799125727	0.000835703183169686	0.0115087756742065
ANPEP	302.474097178486	-1.0665321289661	0.605855591831853	0.00085373962995109	0.0116813100688452
FAM222A	32.5722708713559	1.0271165778504	0.546338516570706	0.000856237116710758	0.0116916275788153
SPTB	11.1786195418027	-2.86378101972001	2.71875740598499	0.000870281042811939	0.011833251731905
TPRG1	5.55188706171627	-2.59027114869157	2.36705845384734	0.000873021740526884	0.01184552656357
NPHP3	112.730101322475	-1.17882951865311	0.797721495972205	0.000910343508134949	0.0122615755693412
FN1	3178.36891505217	-1.21948733016132	0.869462950882922	0.000943959038666724	0.0126089450864395
SLC7A2	95.7343083304784	-1.4321064794242	1.17013235772787	0.000970829342494939	0.0128480392451332
RT1-DOB	15.607334582103	-2.96680857586691	3.29273308125886	0.00097820241004988	0.012932337503121
ADAMTSL3	43.8295603972677	-2.62033468668663	2.5250801121195	0.000987278905092728	0.0129725026367434
TCN2	392.762776499406	-1.04254236562317	0.602586642380105	0.00100915645410103	0.0132061184704186
HSF2BP	53.0048878563931	1.09889531051765	0.699079105787918	0.00101999364339795	0.0132939515302321
SLC7A8	382.064182302342	-1.02114083055993	0.569815936477106	0.00101939890412178	0.0132939515302321
POLE	27.5479959244047	-1.79111327296983	1.61855293055366	0.00104384142907564	0.0135363340249347
THBS4	23.8369666688421	-2.5551201656158	2.58420324257844	0.00112382544205977	0.0143204459776718
STX17	66.5272757683306	-1.09443816017134	0.723951977862995	0.00115325873130101	0.0146458177797734
ZFP112	9.1483148889994	-2.61460555141461	2.72601278400657	0.00115489698641422	0.0146521871603143
TNFAIP2	486.615953969156	-1.48590605502934	1.30539514203889	0.00116649621413914	0.0146837267580601
SELE	353.511573528447	-1.61381726187019	1.47364645112752	0.0011936304302512	0.0149406828446109
LYVE1	398.354751536899	-1.73797860144563	1.62295065223486	0.00119721145825221	0.0149506579276905
CTXN3	24.9675729849231	-1.28221227728587	1.04016213771035	0.00120884301588272	0.0150550593958727
TMEM117	31.9655218444257	-1.69586202557935	1.58203263298186	0.00121967008247787	0.0151459993864545
DNAJB13	6.32056189994048	-2.24876943375918	2.24881215622729	0.00123032633866185	0.0152489485628378
ENKUR	9.5062142693309	-2.33276784111659	2.38813182522084	0.00126416548377435	0.0155933905127765
LOX	122.264807705344	-1.4314785984882	1.26890489004935	0.00127427904976547	0.0157031137203412
SLC5A9	10.2981075300869	-2.60554190212396	2.9659329136396	0.00129193113734999	0.0158751118783998
GPR132	19.8347902961283	-2.51502344368969	2.7568861808102	0.00131501240789586	0.016112652032108
TONSL	16.3045138712521	-2.51385989136414	2.7881755538797	0.00133643063351992	0.0162592691563828
ITGBL1	239.849068148616	-1.17376469283245	0.908868160354108	0.00135549113533025	0.0164367645667046
IL16	21.7971327206936	-2.18779207829626	2.28804077872226	0.00140833374363957	0.0169341622719348
ALOXE3	344.405163547311	1.11877030486073	0.838271316240501	0.00145885805474426	0.0173795566780532
CSRNP3	13.2976941771654	-2.25442789059327	2.43350256906626	0.00146820618513155	0.0174425601164477
PDK4	6551.83125811856	-1.14810431752154	0.894820479748846	0.00147932198943036	0.0175158591921241
FA2H	9.57002488818539	-2.20282247736108	2.36227237712163	0.00148252210757483	0.0175318440060913
HTR2A	9.97095470815	-2.41888656241398	2.81318146093328	0.00149996560706203	0.0176894388609603
CLDN4	19689.8832837543	-1.21907008924377	1.0365851794282	0.00157227776441699	0.0183242860608816
UVSSA	45.8617497375158	-1.10404051918952	0.842314511587436	0.00159806511974934	0.0184579385247035
SH3BGR	32.3358745722497	-1.41988088337448	1.36492560284681	0.00166020022058294	0.019022205194057
PGR	91.9072523581516	-1.54724564111242	1.54768370846527	0.00167398496661175	0.0191344747832999
SOX18	129.853590357271	-1.42769573302517	1.38625561310175	0.00169691619339343	0.0193043489533523
FMO3	14.5426588715197	-2.03201935527304	2.26245420109329	0.00174351086295386	0.0197397098388427
ZBTB40	66.4520033504099	-1.34105524471086	1.27389118961851	0.00175716286938675	0.0198161236976336
PTPRCAP	21.6957207424372	-1.196541154715	1.04418744744626	0.00176703708531115	0.0198753124168069
PCDHGB8	67.4855883889719	-1.07621448195535	0.838789435985649	0.00183657102715999	0.0204034537422283
SLC14A1	171.744228621605	-1.33467370694473	1.28757045988293	0.00185152685583949	0.020520206868052
CDC25C	6.42786553108233	-2.05291020478221	2.37559582486568	0.00186622392966612	0.0205963343526184
CDH16	11.3287969278891	-2.19232468314818	2.8851932284396	0.00194476964796435	0.0212441362392038
ICAM2	48.924638740519	-1.67765675062272	1.82776849308958	0.00197092848096033	0.0214752900419093
CTSE	12.9160309810553	-2.16783422254291	2.97153936455908	0.00199728062284557	0.0217256938636957
FLT1	615.843382293133	-1.22578385672305	1.15574010075371	0.00204663752501564	0.0221690400818921
DOC2B	6.46767985186569	-1.83456440074994	2.10815870157834	0.00206997136443198	0.0223841702076579
DNAH1	7.84917781052624	-1.99983502784632	2.42802246144946	0.0020935163058639	0.0226198031706502
SCN4B	121.852252148896	-1.38577205374261	1.43966353144439	0.00214820363418585	0.0229986252862588
PRPF31	84.0543134085646	-1.10190259617311	0.956108758398946	0.00217653354677092	0.0232247660744016
CYTL1	124.82579762086	-1.42014499547892	1.52297187235994	0.00226600835878568	0.0239011607424193
CXCL2	700.4072135635	-1.2039937691277	1.16859877014481	0.00228897950210059	0.024026828812766
DMBT1	152.585967023622	-1.00673022410114	0.777412771895304	0.00229451480408128	0.0240653342755148
GRIK2	19.3673591637748	-1.87297086896283	2.29271929716911	0.0023021238136056	0.0241187156060039
SMPD3	249.935783220843	-1.09315677639074	0.970569289835751	0.00234498177613589	0.0244553520181162
SRCIN1	8.29744466550718	-1.89422299077634	2.38963875076849	0.00238342719501286	0.0247171555830308
CD8A	7.39481604080317	-1.96617574628667	2.69388389532732	0.0024355798456598	0.0251228278326902
SERPINA3N	293.715987168327	-1.0611820278923	0.923309294270075	0.00244709956327161	0.025214319241064
KCNG3	7.00234587157807	-1.81528449244295	2.31894018304726	0.00256900757417527	0.0261155422958353
FAM217B	10.5365696179991	-1.84546281667651	2.42608570541541	0.00261242381525299	0.0263490946624499
SATB2	9.86940769693131	-1.77871876769568	2.26389614946213	0.00262135155473513	0.0263978293285436
BDNF	19.7951682849503	-1.03010471117176	0.888335952516549	0.00263426382929361	0.0264864748514779
S1PR4	9.34667651141861	-1.82917066488211	2.40949352515787	0.00265277421876678	0.0266103188170458
CXCR3	6.56164563030621	-1.81644895515166	2.3952766408786	0.002683126486912	0.0268520965965028
RASSF6	9.36382037982566	-1.87168998120896	2.62002840334477	0.00269350955904407	0.0269350955904407
CLDN5	102.045295444593	-1.18033703044586	1.21196354354126	0.00273349994694372	0.027139596619747
MN1	69.4350848504651	-1.00478312185955	0.860172794658558	0.0028145521041458	0.0277154901622913
SLC1A2	5.28444668507616	-1.7540413598473	2.34477885402162	0.00286955170870356	0.028235512614648
PNPLA1	5.30301953291335	-1.72922495986933	2.32344500915706	0.00294731756692818	0.0288465629747185
CKMT1	8.56081383112357	-1.7695217840907	2.46859447701805	0.00296136011253116	0.0289361936660555
DSCAM	8.29077953247432	-1.44057255210842	1.73251155168424	0.00297193132036913	0.0289774544020863
CCL21	1491.89968626863	-1.23563161445482	1.36115358031677	0.00297481482802383	0.0289836456033463
FAM131B	5.3776348070968	-1.61756456458508	2.0958164648998	0.00303752886582335	0.0293947050153625
FGFR4	20.5910994660575	-1.71374643019921	2.3444626937572	0.0030523572314668	0.0294057434331891
FXYD5	187.726752674903	-1.02904818096743	0.960675263117515	0.00308759083567534	0.0296567154470719
PTPRO	11.9765103785952	-1.67477411839823	2.61448570705938	0.0034120738000273	0.0319170038333468
KCNG1	11.6366083410223	-1.56096648178782	2.13322362730621	0.00347020181224475	0.0323433849311894
LOC102550367	5.73689162239921	-1.58967726643097	2.23501575909381	0.00351763880477426	0.0327267515842415
AIF1	27.9738022340517	-1.28706349345299	1.57525196200915	0.00356781019535784	0.0330126042414384
RHPN2	420.123883848704	-1.06589399542506	1.12004878205834	0.0035701761297568	0.0330126042414384
ST8SIA4	11.7169648932225	-1.61521368600014	2.5869538838393	0.00366474242058043	0.0336696577343419
MMRN2	137.014263089313	-1.43344951172568	1.91365286371086	0.00371865735818785	0.0339712922374496
PAG1	23.9223557780151	-1.06339764252129	1.15553562496944	0.00383707184525495	0.0348090457263567
CLCN5	10.1025255501954	-1.571588514132	2.4297585562146	0.00386165656732337	0.0348820975142244
