	Gene Symbol	CD44+ N48	CD44+ N58	CD44+ N43	CD44+ N37	CD44+ N39	CD44+ N40	PseudoFC	P value	Gene description
397	TMEM189	5.9815351	8.7003974	7.5402006	5.6557816	4.4048305	2.6483116	-8.786996	1.77E-02	transmembrane protein 189
398	ZNF217	6.1354234	8.6572645	8.7865336	5.5219633	4.7070117	5.6055006	-8.786577	2.24E-02	zinc finger protein 217
399	EIF3K	8.7517631	9.8111512	9.7590482	6.6240918	6.5610427	6.656637	-8.784477	3.76E-03	"eukaryotic translation initiation factor 3, subunit K"
400	C6orf62	8.1507658	9.8142433	9.3743142	6.6807781	5.7676518	6.2131201	-8.775402	7.19E-03	chromosome 6 open reading frame 62
401	PABPC1	8.9998655	11.5277402	11.2002155	7.8385486	8.0671033	8.2030232	-8.773255	1.92E-02	"poly(A) binding protein, cytoplasmic 1"
402	C1orf77	4.2644796	6.7280461	6.8247441	3.493717	2.6483116	3.694379	-8.756565	1.98E-02	chromosome 1 open reading frame 77
403	UQCRQ	5.0075973	8.260637	7.9061543	5.1318077	4.4277976	3.8974493	-8.747249	2.96E-02	"ubiquinol-cytochrome c reductase, complex III subunit VII, 9.5kDa"
404	TGFBI	9.4912775	9.8183084	8.6977795	6.2003825	5.5690782	6.752774	-8.746473	3.54E-03	"transforming growth factor, beta-induced, 68kDa"
405	PFDN5	7.6179368	10.61075	9.9764426	6.7041069	6.8497038	7.1840023	-8.734583	2.52E-02	prefoldin subunit 5
406	AP1AR	6.2799046	7.5345224	7.6836216	3.7972662	3.899087	4.5570506	-8.733567	4.41E-03	adaptor-related protein complex 1 associated regulatory protein
407	ARL4D	6.7732376	7.0186914	6.2231673	3.7182933	2.6483116	3.8974493	-8.701367	2.75E-03	ADP-ribosylation factor-like 4D
408	NIPSNAP1	6.6665123	5.4867344	5.3450419	3.5353742	3.4673905	2.2332741	-8.644412	9.54E-03	nipsnap homolog 1 (C. elegans)
409	SRP9	5.4992785	8.7833525	8.2771547	5.6729949	4.9255008	4.9322959	-8.635966	3.70E-02	signal recognition particle 9kDa
410	PMPCA	6.0696142	7.8399076	7.8867432	4.6644887	4.776787	3.5081965	-8.633564	1.02E-02	peptidase (mitochondrial processing) alpha
411	EGLN1	6.7876801	9.4209497	9.778004	6.3173038	5.232879	6.6396697	-8.595883	2.64E-02	egl nine homolog 1 (C. elegans)
412	PPP3R1	5.5318959	8.0254282	7.7933401	3.99698	4.6095541	4.9266271	-8.567065	1.91E-02	"protein phosphatase 3, regulatory subunit B, alpha"
413	TRIM52	8.1871692	9.9471151	10.1412316	6.8528913	6.8496492	6.7597644	-8.55914	1.24E-02	tripartite motif-containing 52
414	BACE2	5.2816806	6.5665346	6.9237688	2.9702397	3.8273635	2.9702397	-8.55285	6.25E-03	beta-site APP-cleaving enzyme 2
415	POMC	0.6483116	3.7446078	4.3891292	0.6483116	0.6483116	0.6483116	-8.552204	4.71E-02	proopiomelanocortin
416	UBE2Q2	2.9702397	6.9431128	6.0652071	2.9702397	2.9702397	2.9702397	-8.54433	4.57E-02	ubiquitin-conjugating enzyme E2Q family member 2
417	HEBP1	4.8948446	6.066286	5.741598	2.6483116	2.6483116	2.6483116	-8.53438	3.25E-03	heme binding protein 1
418	C7orf50	5.8212477	5.3234748	5.6451064	3.2775699	2.2332741	2.2332741	-8.516146	3.10E-03	chromosome 7 open reading frame 50
419	RBPJ	5.5449243	7.5842645	6.0591048	3.4422206	2.9702397	2.9702397	-8.508266	5.01E-03	recombination signal binding protein for immunoglobulin kappa J region
420	PHLPP1	6.7672043	7.912208	7.7706717	4.6820075	4.7851466	4.1413919	-8.507081	3.93E-03	PH domain and leucine rich repeat protein phosphatase 1
421	CTSK	5.3218258	6.799352	5.4987878	2.9513801	3.0432059	2.2332741	-8.506418	4.47E-03	cathepsin K
422	RFC3	3.4217357	4.8627166	4.7367307	1.6483116	1.6483116	1.6483116	-8.505636	7.21E-03	"replication factor C (activator 1) 3, 38kDa"
423	XPNPEP2	4.7342157	4.8708028	4.6667627	1.6483116	1.6483116	1.6483116	-8.490821	3.98E-04	"X-prolyl aminopeptidase (aminopeptidase P) 2, membrane-bound"
424	THBS1	10.4324375	11.8778438	12.0754496	6.8791758	9.0934519	8.7968099	-8.462207	1.02E-02	thrombospondin 1
425	C17orf106	4.8167645	5.3139522	5.4616785	2.2332741	2.2332741	2.2332741	-8.46012	1.24E-03	chromosome 17 open reading frame 106
426	TRAPPC3	6.4701888	7.176824	7.6948903	4.7968039	4.0967549	2.6483116	-8.456549	6.54E-03	trafficking protein particle complex 3
427	MARCKS	12.2830559	11.804076	11.3684106	9.689782	7.8352257	8.7251905	-8.449614	6.06E-03	myristoylated alanine-rich protein kinase C substrate
428	DCAKD	5.9081265	5.829267	4.9390103	1.6483116	3.2469429	2.7522541	-8.438654	5.98E-03	dephospho-CoA kinase domain containing
429	RPS6KA1	3.9465722	6.0470615	6.1082717	2.9702397	2.9702397	2.9702397	-8.437536	1.95E-02	"ribosomal protein S6 kinase, 90kDa, polypeptide 1"
430	ZDHHC1	6.102894	5.7248234	6.1308825	3.2175749	2.6483116	2.6483116	-8.435723	1.01E-03	"zinc finger, DHHC-type containing 1"
431	TACSTD2	8.0386862	11.3550538	11.7415347	6.3981082	8.6652845	5.4031018	-8.434194	2.00E-02	tumor-associated calcium signal transducer 2
432	NCBP2	6.2831849	8.5883032	7.7450321	4.6702671	4.7070117	3.9109929	-8.425516	8.04E-03	"nuclear cap binding protein subunit 2, 20kDa"
433	NPC2	9.4972054	9.8962675	9.4664169	6.1814667	6.8228658	6.8197898	-8.417558	1.62E-03	"Niemann-Pick disease, type C2"
434	ORAI3	6.3950523	6.364658	5.7181469	3.8376841	3.2943327	2.6483116	-8.396775	4.23E-03	ORAI calcium release-activated calcium modulator 3
435	RAB8B	6.936358	8.7396737	8.8170017	5.7472644	4.5799366	5.5137219	-8.396204	1.06E-02	"RAB8B, member RAS oncogene family"
436	TPM1	6.5852828	8.3691959	7.8489074	4.5082581	6.4003577	3.5159759	-8.3937	2.01E-02	tropomyosin 1 (alpha)
437	LOC93622	7.1806604	8.0883591	7.6293415	4.6467177	4.0151937	5.0194019	-8.391666	2.96E-03	No description
438	PLP1	6.0421439	4.9634186	5.7167631	2.6483116	2.6483116	2.6483116	-8.388725	2.78E-03	proteolipid protein 1
439	SNRPD2	7.9143128	9.9274188	9.7354534	6.8599919	6.2040808	5.9264173	-8.382769	1.07E-02	small nuclear ribonucleoprotein D2 polypeptide 16.5kDa
440	RPL31	10.6280989	12.5151053	12.6828983	8.7331577	9.5095229	9.4505835	-8.365906	1.30E-02	ribosomal protein L31
441	TIAL1	6.0131156	8.1135122	8.0321773	5.0507086	4.8790265	4.8947181	-8.355948	1.76E-02	TIA1 cytotoxic granule-associated RNA binding protein-like 1
442	PPME1	6.8976605	7.7142929	8.4794016	5.2872127	4.5809869	4.6578042	-8.319453	6.30E-03	protein phosphatase methylesterase 1
443	ARL5B	7.2035269	6.6932692	6.5117724	3.4556665	3.4556665	4.6458635	-8.317246	4.46E-03	ADP-ribosylation factor-like 5B
444	CDH1	8.8150223	9.937074	10.5962311	6.2453768	8.4215082	5.7616094	-8.301735	1.57E-02	"cadherin 1, type 1, E-cadherin (epithelial)"
445	EIF2S3	8.609013	9.8352601	9.730387	6.7855006	6.6178096	6.3036857	-8.280739	4.97E-03	"eukaryotic translation initiation factor 2, subunit 3 gamma, 52kDa"
446	C13orf15	5.3218258	8.9367811	6.1029159	3.2775699	3.0432059	3.0539842	-8.275989	9.62E-03	chromosome 13 open reading frame 15
447	GALT	5.3998053	5.4213672	4.0427262	2.201703	2.3529117	2.3702641	-8.264306	7.66E-03	galactose-1-phosphate uridylyltransferase
448	RNF138P1	6.0168845	7.4014553	6.438843	3.7972662	2.9702397	3.5159759	-8.26288	3.35E-03	ring finger protein 138 pseudogene 1
449	DYNLT1	3.618666	6.7359745	7.4584268	2.9513801	4.4129812	2.2332741	-8.256015	3.51E-02	"dynein, light chain, Tctex-type 1"
450	LZTFL1	3.4217357	5.4094332	4.6918492	1.6483116	1.6483116	1.6483116	-8.245103	7.90E-03	leucine zipper transcription factor-like 1
451	EID1	8.3860387	8.9689465	8.5101004	5.7150273	4.0967549	5.9278947	-8.230909	3.91E-03	EP300 interacting inhibitor of differentiation 1
452	C9orf16	6.7346383	7.3295422	7.1730528	4.1173666	5.1894484	3.694379	-8.226389	7.00E-03	chromosome 9 open reading frame 16
453	MFAP2	5.6882233	5.0810018	5.7285423	2.6483116	2.6483116	2.6483116	-8.224407	1.80E-03	microfibrillar-associated protein 2
454	VEGFB	8.7395836	8.0798873	8.0147318	6.2314904	5.0401774	4.9369789	-8.223257	5.56E-03	vascular endothelial growth factor B
455	PMVK	3.4217357	5.7776037	5.0821148	1.6483116	2.738957	1.6483116	-8.217199	1.47E-02	phosphomevalonate kinase
456	DSC2	6.0472717	7.7869288	8.7614513	4.4422206	5.7253145	4.6032497	-8.202916	2.10E-02	desmocollin 2
457	ABHD14B	8.8196464	7.418777	7.3721355	5.3840779	4.339459	5.5794953	-8.183265	9.83E-03	abhydrolase domain containing 14B
458	BMI1	4.2135782	7.1421193	6.4867296	3.4556665	3.4556665	3.8653601	-8.174118	2.86E-02	BMI1 polycomb ring finger oncogene
459	GADD45B	13.4444965	11.7387979	11.9511184	8.6047774	10.1102267	10.4140892	-8.170403	1.57E-02	"growth arrest and DNA-damage-inducible, beta"
460	SH3KBP1	7.4760503	7.0383761	7.5377401	5.4183895	4.2401247	4.0127195	-8.143543	6.10E-03	SH3-domain kinase binding protein 1
461	PHF23	5.9773974	7.4593798	7.4312731	4.2727272	4.1354612	4.4356184	-8.132852	8.13E-03	PHD finger protein 23
462	CDIPT	7.5106127	8.2891475	8.2274765	6.0375049	4.007184	5.2045695	-8.128037	8.34E-03	CDP-diacylglycerol--inositol 3-phosphatidyltransferase
463	SLC39A7	7.3466755	8.7195821	8.1857103	5.8178694	5.165944	4.1413919	-8.110362	6.98E-03	"solute carrier family 39 (zinc transporter), member 7"
464	COX5A	5.5521481	7.7985922	8.2013545	4.4822843	5.0852645	4.7812324	-8.096845	2.47E-02	cytochrome c oxidase subunit Va
465	SPTLC1	5.705088	6.9674107	7.1648827	3.9513801	3.9784565	3.7012188	-8.089388	6.81E-03	"serine palmitoyltransferase, long chain base subunit 1"
466	GTF2H2D	0.6483116	3.6640817	4.9718302	0.6483116	0.6483116	0.6483116	-8.087928	4.54E-02	"general transcription factor IIH, polypeptide 2D"
467	TSPAN1	0.6483116	3.6640817	4.6646242	0.6483116	0.6483116	0.6483116	-8.087928	4.66E-02	tetraspanin 1
468	MAGED1	1.6483116	6.2527053	4.6631219	1.6483116	1.6483116	1.6483116	-8.082549	4.47E-02	"melanoma antigen family D, 1"
469	USP14	5.2044129	8.4765964	8.332447	5.4120576	5.3177025	4.4094266	-8.08218	4.37E-02	ubiquitin specific peptidase 14 (tRNA-guanine transglycosylase)
470	TIMM8B	4.4230841	7.733397	7.3876764	4.3757263	4.529393	3.5567349	-8.066541	3.87E-02	translocase of inner mitochondrial membrane 8 homolog B (yeast)
471	GPR124	8.6394871	7.4846958	6.8631811	4.2332741	4.4821515	4.6715292	-8.014121	4.08E-03	G protein-coupled receptor 124
472	HOXC6	5.2040819	5.4906143	4.6321821	2.201703	0.6483116	3.3505197	-8.013202	1.10E-02	homeobox C6
473	EGFL6	7.5306501	3.6436123	2.7142554	0.6483116	0.6483116	2.3702641	-7.973984	2.47E-02	"EGF-like-domain, multiple 6"
474	NAA50	6.1600301	9.1780183	8.9204285	5.8994318	5.4485564	6.1843887	-7.964753	3.85E-02	"N(alpha)-acetyltransferase 50, NatE catalytic subunit"
475	TOMM22	6.9802138	9.8507577	8.4386899	6.5217155	5.4493825	5.2021606	-7.940927	1.97E-02	translocase of outer mitochondrial membrane 22 homolog (yeast)
476	C22orf28	3.618666	6.2663093	6.8856054	3.2775699	3.4673905	2.2332741	-7.937801	2.80E-02	chromosome 22 open reading frame 28
477	STT3A	7.6520088	8.1334755	8.1302796	6.6012311	5.1431959	4.5786096	-7.928696	1.38E-02	"STT3, subunit of the oligosaccharyltransferase complex, homolog A (S. cerevisiae)"
478	CNKSR3	5.1687181	6.7708114	6.0293714	2.9513801	3.0432059	3.0539842	-7.923652	4.56E-03	CNKSR family member 3
479	TNFRSF10D	4.8723026	7.196823	7.2765827	3.99698	3.8592281	4.2930876	-7.908999	2.33E-02	"tumor necrosis factor receptor superfamily, member 10d, decoy with truncated death domain"
480	SLC9A7	0.6483116	3.6310993	4.9336777	0.6483116	0.6483116	0.6483116	-7.905122	4.59E-02	"solute carrier family 9 (sodium/hydrogen exchanger), member 7"
481	EBNA1BP2	3.618666	6.9922009	6.5174289	3.5353742	2.2332741	3.7371269	-7.901106	3.39E-02	EBNA1 binding protein 2
482	ATP6AP2	7.0023321	7.2687069	6.208182	5.3146418	3.2332741	3.2332741	-7.862063	1.16E-02	"ATPase, H+ transporting, lysosomal accessory protein 2"
483	MRPL24	6.4701888	6.8183046	7.0670617	3.8974493	4.0967549	2.6483116	-7.837029	3.22E-03	mitochondrial ribosomal protein L24
484	SLC35B2	6.7557164	7.6353448	7.9456359	4.6702671	3.5081591	5.2696389	-7.808675	7.71E-03	"solute carrier family 35, member B2"
485	ANKRD10	8.3592323	8.8309859	9.3047397	6.3399542	5.1395366	5.9554711	-7.807093	3.98E-03	ankyrin repeat domain 10
486	DLK1	5.2223483	5.9153329	6.2588871	2.6483116	3.2943327	2.6483116	-7.805843	3.48E-03	delta-like 1 homolog (Drosophila)
487	CCDC82	4.6198424	6.2986045	5.6073055	2.6483116	2.6483116	2.6483116	-7.775815	5.88E-03	coiled-coil domain containing 82
488	CAPZA2	5.6899296	8.4824158	7.8226887	4.4632332	5.5250917	4.2930876	-7.76682	2.35E-02	"capping protein (actin filament) muscle Z-line, alpha 2"
489	PIM2	6.2028177	7.8362858	5.9263487	4.041724	2.9702397	4.6726045	-7.760282	1.41E-02	pim-2 oncogene
490	SHMT2	5.1065389	8.3484698	7.5399502	5.3952692	4.4470399	4.1413919	-7.744653	3.70E-02	serine hydroxymethyltransferase 2 (mitochondrial)
491	FBXO32	4.8262035	8.3542942	7.6270713	4.674795	5.0341335	3.5159759	-7.739693	3.52E-02	F-box protein 32
492	GTF2H5	7.3067114	8.285013	7.6678972	5.5531389	4.3550761	4.7118495	-7.736255	5.16E-03	"general transcription factor IIH, polypeptide 5"
493	SFRP2	9.3531223	7.4543289	6.3521755	4.6549346	4.4052037	4.5070856	-7.712739	1.05E-02	secreted frizzled-related protein 2
494	BRMS1	3.8596957	6.2307344	5.343361	2.7142554	3.2836904	0.6483116	-7.711674	1.90E-02	breast cancer metastasis suppressor 1
495	ELF1	8.2585128	8.834554	8.3609774	5.4210842	4.599971	6.1782115	-7.673545	4.13E-03	E74-like factor 1 (ets domain transcription factor)
496	TRMT112	7.3043856	9.7265624	8.9582479	6.4571462	6.0185966	4.5811002	-7.672258	1.42E-02	tRNA methyltransferase 11-2 homolog (S. cerevisiae)
497	RNPS1	5.1065389	8.2150806	8.1985528	4.7277408	5.0109492	5.277064	-7.66357	4.65E-02	"RNA binding protein S1, serine-rich domain"
498	FN1	10.526971	11.1289534	9.2549545	6.8191199	7.5892055	7.9941657	-7.662236	9.88E-03	fibronectin 1
499	DUSP10	4.1417523	5.887952	5.7373138	2.9513801	2.2332741	2.2332741	-7.6559	9.47E-03	dual specificity phosphatase 10
500	ZNF593	4.524815	7.7539717	7.5754482	4.3781388	4.8177098	3.7371269	-7.654255	4.16E-02	zinc finger protein 593
501	DLC1	6.7338403	7.3173331	7.2658528	4.1077432	4.1077432	4.3815385	-7.651776	1.58E-03	deleted in liver cancer 1
502	RBM15	4.4217357	6.7229512	5.5839467	2.6483116	2.6483116	3.3033944	-7.65093	1.28E-02	RNA binding motif protein 15
503	PRPF31	4.8167645	6.502295	5.8862256	2.9513801	3.0432059	2.2332741	-7.646744	5.94E-03	PRP31 pre-mRNA processing factor 31 homolog (S. cerevisiae)
504	CRIM1	4.6717787	8.0627144	7.0647168	4.132073	4.2943327	3.6483116	-7.635083	2.67E-02	cysteine rich transmembrane BMP regulator 1 (chordin-like)
505	CD46	6.9488222	8.6003756	8.7218785	5.7900714	5.5281699	5.5018813	-7.630656	1.34E-02	"CD46 molecule, complement regulatory protein"
506	SCP2	5.9338509	5.9016851	5.9897514	2.9702397	3.5081591	2.9702397	-7.628743	1.76E-03	sterol carrier protein 2
507	VCL	10.5853958	10.3430312	9.9386481	7.4071149	7.6544739	7.1273441	-7.625976	1.99E-03	vinculin
508	MOBKL2A	7.4192676	9.0032936	8.2004371	6.0730208	5.8379863	4.3772741	-7.622545	1.18E-02	"MOB1, Mps One Binder kinase activator-like 2A (yeast)"
509	C19orf10	6.9123426	9.2321946	9.8292965	6.8999479	5.8960938	4.5786096	-7.617664	2.26E-02	chromosome 19 open reading frame 10
510	PVRL4	5.8990919	6.2502796	7.147696	2.9702397	4.5078116	2.9702397	-7.615043	7.98E-03	poliovirus receptor-related 4
511	GOLPH3	9.7093755	9.9154669	9.7758293	7.5716168	6.4346607	6.8472341	-7.613687	3.53E-03	golgi phosphoprotein 3 (coat-protein)
512	SOX17	7.9825976	5.8962475	5.2634541	4.1559992	2.9702397	2.9702397	-7.600044	1.37E-02	SRY (sex determining region Y)-box 17
513	NCRNA00116	4.3775802	6.8111167	5.8962475	3.4422206	2.9702397	2.9702397	-7.600044	1.62E-02	non-protein coding RNA 116
514	SAR1A	8.7691887	10.1994293	9.6616694	7.0463505	6.1548299	6.7403974	-7.575137	5.66E-03	SAR1 homolog A (S. cerevisiae)
515	RIOK3	4.5394671	7.467451	7.1780233	4.2254459	4.2641264	4.5159759	-7.536512	4.56E-02	RIO kinase 3 (yeast)
516	OLFML2A	8.878831	8.5193463	7.4046747	5.1335856	4.9888301	5.9670428	-7.525504	6.44E-03	olfactomedin-like 2A
517	FXYD1	5.6436889	7.2877355	5.1432861	2.9513801	2.2332741	3.5081965	-7.516245	8.26E-03	FXYD domain containing ion transport regulator 1
518	RAB40B	6.0696142	6.4176285	6.5313003	2.2332741	4.4998416	3.5081965	-7.513223	9.06E-03	"RAB40B, member RAS oncogene family"
519	C7orf60	4.9689149	6.805751	6.8152327	3.4422206	3.8273635	3.9109929	-7.486232	1.53E-02	chromosome 7 open reading frame 60
520	MTCYB	13.9510105	9.1837265	9.9528118	7.0500873	6.986884	7.1558084	-7.478373	1.34E-02	No description
521	PRKAR1A	9.7787739	12.0533531	12.2449135	9.3435479	8.3384168	8.978087	-7.471333	2.30E-02	"protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1)"
522	C19orf40	8.8723745	9.026103	9.0679336	6.5653311	5.8165713	6.1251914	-7.468982	2.11E-03	chromosome 19 open reading frame 40
523	C10orf116	9.6851819	9.8958946	8.607095	5.9291218	6.9508671	6.7847189	-7.46666	6.53E-03	chromosome 10 open reading frame 116
524	CCL2	12.6964092	11.505416	10.1946809	8.6055069	8.6784046	8.0429871	-7.463794	9.74E-03	chemokine (C-C motif) ligand 2
525	FKBP1A	9.4111598	11.546021	11.3064436	8.6470989	7.4931575	7.5386717	-7.458689	1.24E-02	"FK506 binding protein 1A, 12kDa"
526	ZC3H11A	7.885872	9.2032699	8.8549637	6.3050976	5.2275921	5.6884605	-7.454814	5.73E-03	zinc finger CCCH-type containing 11A
527	MRPL54	4.4230841	6.2220267	5.9971676	3.3258485	2.738957	2.7522541	-7.444517	1.17E-02	mitochondrial ribosomal protein L54
528	CBLC	2.2332741	5.1261118	6.2937389	2.2332741	2.2332741	2.2332741	-7.427299	4.82E-02	Cas-Br-M (murine) ecotropic retroviral transforming sequence c
529	GLT25D1	7.2949421	8.4126312	8.2542028	5.5220744	5.247215	5.1254513	-7.415566	5.25E-03	glycosyltransferase 25 domain containing 1
530	PRSS23	7.7425875	8.2729763	6.8066319	5.3839953	4.1077432	4.3815385	-7.407471	6.45E-03	"protease, serine, 23"
531	PSMB10	3.4217357	4.5363002	6.0423074	2.6246983	1.6483116	1.6483116	-7.402377	1.67E-02	"proteasome (prosome, macropain) subunit, beta type, 10"
532	EPAS1	11.1215135	11.9194138	9.7069956	9.0331162	8.1419776	7.7429568	-7.393706	1.61E-02	endothelial PAS domain protein 1
533	YAP1	8.2771158	10.061845	9.4787279	6.9037761	6.4422735	6.5940055	-7.385637	1.02E-02	Yes-associated protein 1
534	TES	9.2594639	10.5153068	10.2641786	7.2369797	8.4893509	6.3770521	-7.373818	1.47E-02	testis derived transcript (3 LIM domains)
535	DNAJC7	4.7089956	7.7116234	7.718108	4.2401351	4.1486679	4.8364258	-7.37009	3.74E-02	"DnaJ (Hsp40) homolog, subfamily C, member 7"
536	CHN1	5.1091892	6.4654003	5.9977633	4.0522208	2.2332741	2.2332741	-7.340687	9.16E-03	chimerin (chimaerin) 1
537	TAF6	5.1091892	5.8604867	5.6861372	4.5754656	2.2332741	2.2332741	-7.340687	1.98E-02	"TAF6 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 80kDa"
538	ATP5F1	6.7909254	8.7243143	7.7741941	5.4718937	3.738957	5.8505321	-7.329843	1.66E-02	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1"
539	AR	6.6665123	5.3666129	5.1044584	3.2775699	3.0432059	2.2332741	-7.316655	7.81E-03	androgen receptor
540	MLF1	4.5235584	7.0587485	5.836207	2.9702397	2.9702397	2.9702397	-7.290245	1.17E-02	myeloid leukemia factor 1
541	SPARCL1	8.2665021	10.1987569	7.613873	5.4012102	5.5064246	5.1120891	-7.286833	6.88E-03	SPARC-like 1 (hevin)
542	PKIG	10.33918	9.6994615	9.4964322	8.0362264	6.5428425	6.8387438	-7.263766	8.40E-03	"protein kinase (cAMP-dependent, catalytic) inhibitor gamma"
543	SDCBP	10.0610545	11.0811919	11.0209016	8.2253521	7.7549186	8.1322959	-7.239248	5.12E-03	syndecan binding protein (syntenin)
544	KIAA1467	3.618666	5.3212247	5.0876718	2.2332741	2.2332741	2.2332741	-7.232015	1.26E-02	KIAA1467
545	LAPTM4A	12.5009944	13.2348438	12.2876749	10.6263532	9.3293199	9.6484035	-7.222964	6.31E-03	lysosomal protein transmembrane 4 alpha
546	PCOLCE	7.6720694	9.105699	7.7849326	4.8759424	4.9329891	6.2572874	-7.20207	9.75E-03	procollagen C-endopeptidase enhancer
547	RNF103	5.0393673	7.6006048	7.5026163	3.6365533	4.1354612	4.7586496	-7.169911	2.33E-02	ring finger protein 103
548	LATS2	8.899081	10.121617	10.77089	6.9752924	7.2826104	7.5003262	-7.155272	1.01E-02	"LATS, large tumor suppressor, homolog 2 (Drosophila)"
549	HSD17B11	8.8179815	8.7117092	7.2267356	5.9793095	4.8613356	5.807985	-7.153613	1.09E-02	hydroxysteroid (17-beta) dehydrogenase 11
550	ARL1	7.3607291	7.327477	6.8728035	5.5639986	4.489526	3.2332741	-7.150038	1.19E-02	ADP-ribosylation factor-like 1
551	EFEMP1	5.5959473	9.1695895	6.7027409	3.8077895	4.4470399	3.8653601	-7.147213	1.60E-02	EGF-containing fibulin-like extracellular matrix protein 1
552	MFAP5	8.4903473	8.6570772	6.6378576	3.8479177	4.7910869	5.8214347	-7.138607	1.11E-02	microfibrillar associated protein 5
553	CXCL12	11.9171346	10.5106562	9.4044604	7.3992529	7.5427464	9.0815305	-7.138417	2.16E-02	chemokine (C-X-C motif) ligand 12
554	IGFBP6	9.3764145	9.287298	8.9109394	6.5670533	6.0347508	6.453736	-7.128319	1.93E-03	insulin-like growth factor binding protein 6
555	SRGN	7.2334722	10.9600554	7.1003883	6.1308825	4.2727004	5.6821191	-7.099355	2.61E-02	serglycin
556	LRRC61	5.8699723	4.9012676	5.1281984	0.6483116	2.3529117	3.0432576	-7.094567	7.26E-03	leucine rich repeat containing 61
557	RCAN1	5.4821759	7.7748747	6.4614231	3.6365533	3.2332741	3.7012188	-7.085501	7.88E-03	regulator of calcineurin 1
558	ERRFI1	8.264817	11.8039074	11.4402297	7.4827702	7.1224501	8.9849864	-7.056345	3.52E-02	ERBB receptor feedback inhibitor 1
559	SNAPC3	5.8606947	5.4658064	6.6967835	3.493717	3.2943327	2.6483116	-7.049372	5.09E-03	"small nuclear RNA activating complex, polypeptide 3, 50kDa"
560	TWSG1	4.8262035	7.8555623	6.8568643	3.4422206	4.2890214	4.041724	-7.037877	2.29E-02	twisted gastrulation homolog 1 (Drosophila)
561	CCDC83	3.1936097	5.1662874	4.7710374	0.6483116	2.3529117	0.6483116	-7.029274	9.82E-03	coiled-coil domain containing 83
562	CTDSP1	10.2918715	9.8792736	9.226799	7.666979	6.4174769	6.4289601	-7.009551	5.57E-03	"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 1"
563	DNAJC14	5.2044206	6.9183703	6.2643019	3.4556665	3.4556665	3.8653601	-7.006216	1.07E-02	"DnaJ (Hsp40) homolog, subfamily C, member 14"
564	INSIG1	8.5324051	7.8895669	8.077672	5.156676	5.0834738	6.3092529	-6.99388	7.23E-03	insulin induced gene 1
565	EFCAB4A	4.0076061	4.4543169	5.8692823	1.6483116	1.6483116	2.7522541	-6.993455	1.13E-02	EF-hand calcium binding domain 4A
566	PCDHB14	4.6466554	4.6646242	3.4516999	0.6483116	0.6483116	2.3702641	-6.98078	8.46E-03	protocadherin beta 14
567	SHQ1	4.7442086	5.5314662	5.447719	2.6483116	2.6483116	2.6483116	-6.961544	3.92E-03	SHQ1 homolog (S. cerevisiae)
568	C15orf44	5.5995525	7.1358575	7.1842433	4.3851828	4.1486679	2.9702397	-6.959871	1.09E-02	chromosome 15 open reading frame 44
569	MKRN2	4.8723026	6.7738397	6.9546627	4.1589732	3.8592281	3.8653601	-6.943627	2.28E-02	makorin ring finger protein 2
570	REST	6.6791616	5.5456528	6.2867116	3.493717	2.6483116	4.5375879	-6.930669	1.28E-02	RE1-silencing transcription factor
571	TBCB	5.3772798	7.4551882	6.4484367	3.8974493	3.6585753	2.6483116	-6.915633	8.75E-03	tubulin folding cofactor B
572	CHRNE	6.3239791	5.1665603	4.9278305	3.5353742	2.2332741	2.2332741	-6.909613	9.25E-03	"cholinergic receptor, nicotinic, epsilon"
573	PTP4A3	8.4332729	6.6176948	6.3181129	3.8299899	5.1971639	3.5567349	-6.905304	1.29E-02	"protein tyrosine phosphatase type IVA, member 3"
574	EPHX2	6.8285426	4.5999847	5.6480124	1.6483116	3.8920977	4.0432576	-6.893731	2.85E-02	"epoxide hydrolase 2, cytoplasmic"
575	CCDC111	3.1936097	3.431467	4.2624744	0.6483116	0.6483116	0.6483116	-6.883562	2.53E-03	coiled-coil domain containing 111
576	ZFP36L1	13.355619	12.8788132	11.5058155	10.4218109	8.7201756	10.574616	-6.8733	1.66E-02	"zinc finger protein 36, C3H type-like 1"
577	TMEM203	3.618666	6.7941393	6.8168425	2.9513801	4.0368825	3.0539842	-6.868333	3.81E-02	transmembrane protein 203
578	KDELR1	10.0913954	10.895054	10.4216295	8.1158072	7.6119374	7.538282	-6.864939	3.77E-03	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1
579	APPL2	3.7919152	6.2711274	6.1507422	3.493717	3.2943327	2.6483116	-6.856206	2.97E-02	"adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2"
580	KCNA6	4.4230841	4.1167941	5.0098795	1.6483116	1.6483116	1.6483116	-6.843681	2.28E-03	"potassium voltage-gated channel, shaker-related subfamily, member 6"
581	PC	4.4230841	4.9750172	5.1914454	3.0232337	1.6483116	1.6483116	-6.843681	7.54E-03	pyruvate carboxylase
