	Gene Symbol	CD44+ N37	CD44+ N39	CD44+ N40	CD44+ N105	CD44+ N171	CD44+ N174	t-value	q-value	p-value	PseudoFC
210	PJA1	9.071674	8.454859	8.345336	1.661149	6.549959	4.476242	-0.942363982	4.39E-02	1.43E-02	-15.76461021
211	SPSB1	10.767835	10.95593	12.151699	8.173604	7.191402	5.882028	-1.046681961	4.36E-02	1.01E-02	-15.75890155
212	THAP4	11.478722	11.476811	10.648749	7.037879	7.505595	6.931222	-1.136729434	4.35E-02	7.20E-03	-15.70473206
213	TMEM63B	9.191323	9.737119	9.692135	5.728038	4.797798	6.722123	-0.994582774	4.36E-02	1.20E-02	-15.60673845
214	MAZ	12.214011	11.323596	12.539366	7.36523	8.258856	8.784285	-1.028964463	4.36E-02	1.06E-02	-15.51030385
215	NES	11.349047	13.189984	13.185046	7.394225	8.098861	9.23941	-1.070790332	4.35E-02	9.22E-03	-15.50672082
216	TNFRSF18	5.263699	8.889584	8.659978	4.718672	3.134528	4.790662	-0.749980379	4.67E-02	2.56E-02	-15.36212782
217	C10orf35	7.134281	8.417483	3.764125	1.661149	3.134528	4.476242	-0.692128138	4.90E-02	3.05E-02	-15.36143612
218	E2F4	6.417969	7.152299	5.596986	1.661149	2.265287	6.931222	-0.559148873	6.20E-02	5.14E-02	-15.30401034
219	STX4	11.60163	11.210685	12.069434	6.550689	8.140553	7.96648	-1.075011215	4.35E-02	9.10E-03	-15.23038947
220	CKB	11.905096	13.183736	13.589027	7.976765	8.36819	10.033825	-1.0151566	4.36E-02	1.13E-02	-15.22458362
221	RASSF7	7.854379	9.864102	9.537526	4.739845	5.936219	5.426231	-0.943233062	4.39E-02	1.42E-02	-15.2198587
222	EFHD2	11.422029	12.292707	12.593633	8.069577	7.505595	8.906373	-1.046638338	4.36E-02	1.01E-02	-15.09954913
223	ENDOG	9.048812	9.007473	8.279951	1.661149	5.306419	5.091834	-1.072779627	4.35E-02	9.18E-03	-15.09123057
224	CDKN2A	9.533543	8.016282	8.477589	1.661149	7.174648	4.562324	-0.862042017	4.44E-02	1.83E-02	-15.08732497
225	TULP4	7.298325	8.065438	7.538623	1.661149	5.306419	3.630092	-0.952405847	4.39E-02	1.38E-02	-15.01706419
226	PRRC2B	12.419569	12.572694	12.705768	8.514658	8.65384	9.267025	-1.080495755	4.35E-02	8.95E-03	-14.97943202
227	GLO1	13.235233	13.037804	11.663346	8.801178	8.855089	9.33818	-0.972089196	4.37E-02	1.29E-02	-14.89806937
228	EIF5AL1	14.320856	15.05024	14.224426	11.040784	10.669588	10.337166	-1.081402142	4.35E-02	8.89E-03	-14.79727798
229	FMNL3	10.416927	9.128067	11.065724	5.891233	5.936219	7.180104	-0.982157595	4.36E-02	1.25E-02	-14.78047187
230	IRX4	7.09018	8.028729	5.225216	1.661149	3.134528	4.146207	-0.87895133	4.43E-02	1.75E-02	-14.74875362
231	GIGYF1	10.844508	10.684201	10.728522	4.739845	6.861783	7.611911	-1.062952004	4.35E-02	9.44E-03	-14.58828895
232	BCKDK	11.614337	10.762679	10.236878	7.037879	6.373501	7.291822	-1.068745814	4.35E-02	9.31E-03	-14.55433223
233	C1R	13.648655	12.771872	13.628963	8.033165	9.956624	9.769968	-1.048729508	4.36E-02	9.98E-03	-14.51018605
234	RPL9	16.388277	17.351906	16.857923	12.897666	13.495561	12.534993	-1.073454789	4.35E-02	9.14E-03	-14.483567
235	MAP1LC3B2	7.814275	7.87177	8.939468	1.661149	4.608763	5.091834	-1.013609747	4.36E-02	1.13E-02	-14.39637365
236	MAPKAPK2	12.910092	12.532285	13.428261	7.877571	9.064538	11.146572	-0.851837925	4.45E-02	1.88E-02	-14.37563566
237	CCDC71	8.638422	8.319573	7.4423	1.661149	5.920411	4.476242	-0.908254349	4.42E-02	1.60E-02	-14.35350285
238	AEN	9.700528	9.891622	9.155384	4.802615	5.857745	7.218312	-0.914378592	4.41E-02	1.56E-02	-14.34805458
239	NOTCH2	10.785229	12.016244	12.296494	6.960054	9.02055	7.825039	-0.944446097	4.39E-02	1.42E-02	-14.17400232
240	GPIHBP1	7.656883	6.904719	6.948237	1.661149	3.134528	6.73963	-0.698926541	4.88E-02	3.00E-02	-14.06179919
241	PLXNB1	10.581282	11.450453	9.725263	6.651882	6.774676	7.03218	-1.007108262	4.36E-02	1.16E-02	-13.99273059
242	ACHE	6.054828	6.502398	6.012527	1.661149	2.265287	4.476242	-0.826813189	4.49E-02	2.03E-02	-13.82819362
243	PRKDC	11.916191	11.577679	10.834794	7.36523	7.793829	8.053616	-1.027481881	4.36E-02	1.06E-02	-13.77375536
244	TIMM17A	12.16834	12.206308	11.321356	7.877571	7.713236	8.424409	-1.084837505	4.35E-02	8.76E-03	-13.75513926
245	BEGAIN	7.530567	9.09885	9.035041	5.320955	5.317867	3.676349	-0.95074642	4.39E-02	1.39E-02	-13.7170218
246	PANX1	10.401219	9.951688	4.944468	6.183122	5.509998	6.455366	-0.476566614	8.34E-02	8.12E-02	-13.62859862
247	FOXF2	10.376185	8.868964	10.947875	1.661149	6.613395	7.180104	-0.96550394	4.38E-02	1.32E-02	-13.62109619
248	SH2B2	7.278811	7.664061	8.302077	1.661149	4.539173	4.146207	-1.029033121	4.36E-02	1.06E-02	-13.57522269
249	RMND5B	10.412457	9.683021	8.589765	6.550689	5.920411	5.634184	-0.922277371	4.41E-02	1.52E-02	-13.57246476
250	RARG	7.410173	8.491292	8.102218	4.341916	6.043524	3.630092	-0.82992103	4.49E-02	2.01E-02	-13.55075859
251	CD276	9.961469	8.586982	9.243773	4.718672	6.205902	5.882028	-0.956046878	4.38E-02	1.36E-02	-13.50636388
252	AKNA	12.286038	12.688032	13.435161	9.012327	7.819723	9.683805	-1.024486824	4.36E-02	1.08E-02	-13.46698742
253	SLC27A4	7.198002	6.670655	2.995681	1.661149	3.134528	2.921909	-0.65874018	5.08E-02	3.39E-02	-13.44265457
254	GRPEL1	10.145127	10.742039	10.672298	7.109557	6.189775	6.924055	-1.059283312	4.35E-02	9.57E-03	-13.43796723
255	RPS6	17.351942	18.282063	17.649163	13.610703	13.848762	15.900822	-0.825668069	4.49E-02	2.04E-02	-13.37289001
256	DGKQ	6.873131	6.931478	6.410545	1.661149	3.134528	4.146207	-0.94675307	4.39E-02	1.41E-02	-13.34847138
257	DCTN2	12.319851	11.813562	10.991078	8.270632	8.077554	7.774634	-1.006856732	4.36E-02	1.16E-02	-13.32448975
258	ABCD1	8.274593	7.34377	8.751261	4.894482	4.539173	3.676349	-0.993376032	4.36E-02	1.21E-02	-13.31905803
259	TSPYL2	14.743536	13.80924	15.607453	10.075297	10.570102	11.927244	-0.968532823	4.37E-02	1.30E-02	-13.30543365
260	ZNF692	9.61362	9.439076	9.986654	5.705318	6.043524	6.195186	-1.073278176	4.35E-02	9.16E-03	-13.30372337
261	ERI3	11.286905	10.783028	9.556058	5.705318	7.414086	7.553321	-0.909441273	4.42E-02	1.60E-02	-13.30211683
262	PEA15	12.40389	12.918293	12.772165	9.040118	9.275744	8.456743	-1.073181109	4.35E-02	9.16E-03	-13.28795009
263	PPP2R5B	9.914819	9.377149	8.467835	6.183122	5.353925	5.446557	-0.964014386	4.38E-02	1.32E-02	-13.28472356
264	RHOD	8.527038	10.227521	7.519866	6.396698	4.797798	4.562324	-0.833349241	4.48E-02	1.98E-02	-13.26212076
265	UBE2J2	10.410216	10.324102	9.972928	1.661149	6.613395	7.255535	-1.011487011	4.36E-02	1.14E-02	-13.09284144
266	GTF2IRD1	9.377152	9.502922	8.874506	6.339437	5.165949	5.580533	-0.981673862	4.36E-02	1.25E-02	-13.07334317
267	ZDHHC14	9.44876	9.821812	9.627892	4.341916	5.920411	7.873743	-0.842888254	4.47E-02	1.93E-02	-13.06360376
268	SECISBP2	11.478722	10.821096	10.467286	5.891233	7.191402	7.774634	-1.028574022	4.36E-02	1.06E-02	-13.03291582
269	CCNJ	7.134281	5.362142	6.072169	1.661149	3.134528	2.921909	-0.922852723	4.41E-02	1.52E-02	-13.00499235
270	TGFB2	8.323035	10.586546	10.992779	5.320955	7.292524	5.580533	-0.915168616	4.41E-02	1.56E-02	-12.99833211
271	ZNRF1	10.249071	9.173617	10.627001	5.252045	6.551443	6.942983	-0.965993219	4.38E-02	1.31E-02	-12.97469283
272	CCDC127	9.594014	9.572589	9.203198	1.661149	6.373501	5.874974	-1.019245899	4.36E-02	1.11E-02	-12.97457427
273	DECR2	9.186094	9.626816	9.773571	1.661149	5.936219	6.106561	-1.056860541	4.35E-02	9.68E-03	-12.9116065
274	MAF1	12.070291	10.899437	11.34019	7.210813	7.740604	8.095288	-1.026815045	4.36E-02	1.07E-02	-12.89396502
275	LRP8	6.45321	6.605686	4.449894	1.661149	2.265287	2.921909	-0.885440498	4.42E-02	1.72E-02	-12.85072154
276	TKTL1	7.238972	5.340619	7.003286	1.661149	2.265287	3.630092	-0.986582687	4.36E-02	1.23E-02	-12.81241608
277	LRRC56	5.328526	5.789702	6.704285	1.661149	2.265287	2.921909	-0.969518722	4.37E-02	1.30E-02	-12.70546935
278	SLC1A3	6.45321	8.454859	9.067696	4.718672	5.165949	4.790662	-0.769165749	4.61E-02	2.41E-02	-12.67749036
279	SRRT	12.068161	12.530645	12.261635	7.210813	8.609988	9.257878	-1.020650926	4.36E-02	1.10E-02	-12.56768236
280	EIF3J	10.925179	12.226035	11.918273	8.331873	8.160956	8.269212	-0.947888626	4.39E-02	1.40E-02	-12.54518237
281	YY1AP1	9.967577	9.740906	10.602695	5.728038	7.406567	6.32627	-0.955856313	4.38E-02	1.36E-02	-12.47792987
282	C7orf43	9.344671	9.2447	9.421041	5.705318	5.509998	7.03218	-0.877188968	4.43E-02	1.76E-02	-12.46103997
283	CNPY3	11.072716	10.582331	9.640971	6.550689	7.414086	6.942983	-0.931431291	4.40E-02	1.48E-02	-12.46099728
284	MAP4K4	12.193312	12.09973	12.554998	8.105092	8.916384	8.705744	-1.056430273	4.35E-02	9.70E-03	-12.45466341
285	SF3B4	11.756044	11.05205	10.707953	8.105092	8.119857	6.924055	-0.926180292	4.41E-02	1.50E-02	-12.43372566
286	FGFBP1	6.381847	10.0858	6.012527	4.739845	2.265287	6.455366	-0.600154281	5.63E-02	4.28E-02	-12.38424163
287	GHRLOS2	6.306772	6.762934	7.339085	1.661149	3.134528	5.091834	-0.821991541	4.50E-02	2.06E-02	-12.36684512
288	KIFC3	8.78396	9.546857	7.481604	1.661149	5.165949	7.943848	-0.715475756	4.79E-02	2.83E-02	-12.27806209
289	PSMD1	13.103806	12.216545	11.53143	8.604261	8.469821	9.346832	-0.924813727	4.41E-02	1.51E-02	-12.22942345
290	HPS6	8.203921	6.957749	6.527811	5.705318	3.134528	2.921909	-0.777722197	4.58E-02	2.35E-02	-12.17543811
291	CDH24	7.177073	7.664061	7.107458	1.661149	3.571326	5.900694	-0.807003915	4.53E-02	2.16E-02	-12.17412993
292	SNAI3	5.263699	6.139057	9.68794	1.661149	3.134528	2.921909	-0.957058973	4.38E-02	1.36E-02	-12.14718943
293	HNRNPKP3	14.357511	14.344939	14.529844	10.758004	10.566282	11.290318	-1.024771671	4.36E-02	1.08E-02	-12.12159303
294	LMAN2L	9.779028	9.694786	9.86559	5.095353	6.189775	6.649696	-1.029483684	4.36E-02	1.06E-02	-12.03573496
295	GPR25	5.856559	6.502398	6.670675	1.661149	3.134528	2.921909	-1.00510973	4.36E-02	1.17E-02	-11.96284627
296	BASP1	12.530995	10.601206	13.170085	7.582358	9.009341	8.952456	-0.868052485	4.43E-02	1.80E-02	-11.94669494
297	KDM5C	10.36466	10.461284	10.371139	9.094145	6.794431	5.900694	-0.750093793	4.67E-02	2.56E-02	-11.93153419
298	CDC42EP2	7.701538	6.391145	6.861515	1.661149	4.131418	3.630092	-0.943333341	4.39E-02	1.42E-02	-11.87717713
299	NRG1	5.753024	10.308872	5.225216	1.661149	4.131418	5.426231	-0.647329085	5.17E-02	3.55E-02	-11.8274553
300	SEMA4A	7.931391	10.819306	13.346454	6.395481	7.767462	7.255535	-0.734871863	4.73E-02	2.67E-02	-11.82502362
301	TNRC18	10.827818	9.352605	9.831767	5.579836	7.269549	6.931222	-0.873660024	4.43E-02	1.77E-02	-11.78001292
302	DCTPP1	9.138164	9.291936	8.967426	1.661149	6.551443	5.580533	-0.959389468	4.38E-02	1.34E-02	-11.77479945
303	GPAT2	8.397309	6.638536	5.217616	1.661149	3.571326	3.676349	-0.867718749	4.43E-02	1.80E-02	-11.76530593
304	CASKIN1	8.947392	8.25747	7.69729	5.095353	5.306419	4.146207	-0.923579765	4.41E-02	1.52E-02	-11.72147892
305	TRIM29	7.177073	9.367381	5.592916	1.661149	6.608026	3.630092	-0.677666219	4.97E-02	3.19E-02	-11.68820206
306	TCEB3	10.595155	11.365907	10.914153	7.42265	7.819723	5.874974	-1.014566892	4.36E-02	1.13E-02	-11.68174688
307	TPRN	7.259029	6.466258	6.072169	1.661149	5.920411	2.921909	-0.682445718	4.94E-02	3.14E-02	-11.66689528
308	ANKRD34C	5.263699	6.466258	5.596986	1.661149	2.265287	2.921909	-0.93393653	4.40E-02	1.46E-02	-11.66689528
309	TWIST2	4.963444	5.809601	7.575421	1.661149	2.265287	2.921909	-0.93949615	4.40E-02	1.44E-02	-11.66661578
310	MRPL14	11.550668	12.016244	11.252009	8.514658	8.011679	7.553321	-0.998615009	4.36E-02	1.19E-02	-11.62363013
311	DAZAP2	13.870218	13.016869	12.862876	10.332922	10.074256	9.02972	-0.920197693	4.41E-02	1.53E-02	-11.60999858
312	LAMC3	10.701589	11.225629	12.489019	5.891233	8.928336	8.952456	-0.810884673	4.52E-02	2.13E-02	-11.60409971
313	HSPB7	6.344798	5.195784	6.054038	1.661149	2.265287	2.921909	-0.960209952	4.38E-02	1.34E-02	-11.58860705
314	CAPG	10.213536	10.073837	10.414946	6.544171	6.551443	7.020304	-1.033301159	4.36E-02	1.05E-02	-11.54875532
315	LCLAT1	9.988753	7.857885	7.156853	6.339437	6.373501	3.630092	-0.645177416	5.18E-02	3.59E-02	-11.52553162
316	HOXC8	10.213536	6.931478	9.839352	1.661149	6.319269	7.668215	-0.70977819	4.82E-02	2.88E-02	-11.47229801
317	LOC400043	10.126141	9.748452	10.151102	5.891233	6.608026	6.649696	-1.033653913	4.36E-02	1.04E-02	-11.45666243
318	RGMA	9.399914	8.25747	9.532856	1.661149	7.174648	5.882028	-0.841203105	4.47E-02	1.94E-02	-11.45484611
319	POLR3D	5.779429	5.195784	6.072169	1.661149	2.265287	3.676349	-0.811536249	4.52E-02	2.13E-02	-11.42515884
320	CPNE2	11.103549	10.91293	10.770785	7.25991	7.292524	8.357484	-0.91400021	4.41E-02	1.57E-02	-11.39931261
321	FAM100A	9.621388	10.115279	10.7688	6.339437	6.608026	6.931222	-0.983202613	4.36E-02	1.25E-02	-11.37073219
322	PKP4	11.427578	12.620763	11.341526	7.835902	8.077554	8.03232	-1.0455639	4.36E-02	1.02E-02	-11.35789927
323	ST3GAL1	11.410866	11.971811	12.651867	7.531061	9.148683	8.549611	-0.942353766	4.39E-02	1.43E-02	-11.33870594
324	JHDM1D	10.864285	10.082818	10.365897	6.814118	6.640994	7.36177	-0.987147795	4.36E-02	1.23E-02	-11.33344954
325	SHARPIN	10.929879	10.440472	9.560654	6.067497	6.373501	7.492252	-0.959934812	4.38E-02	1.34E-02	-11.26016638
326	EFNB1	10.929879	9.921968	10.228237	6.396698	7.440337	7.327219	-0.899550073	4.42E-02	1.65E-02	-11.23199169
327	RPS6KA4	9.725971	9.996735	9.485302	1.661149	6.237456	6.73963	-1.001066401	4.36E-02	1.18E-02	-11.22400596
328	SLC9B2	8.502009	7.829709	7.762571	4.341916	3.571326	5.634184	-0.907141942	4.42E-02	1.60E-02	-11.21838093
329	WDR90	5.753024	6.139057	5.596986	1.661149	2.265287	2.921909	-0.97787971	4.37E-02	1.26E-02	-11.21795033
330	SPON1	7.463005	5.148082	6.450701	1.661149	6.549959	2.921909	-0.546021416	6.45E-02	5.47E-02	-11.21170539
331	RHCG	6.48761	5.148082	6.056062	1.661149	2.265287	4.476242	-0.742293667	4.69E-02	2.62E-02	-11.21170539
332	TIGD5	6.52121	7.631788	6.83141	1.661149	3.571326	4.146207	-0.955258347	4.38E-02	1.37E-02	-11.20119398
333	VNN3	5.744513	7.547799	3.90836	1.661149	2.265287	2.921909	-0.794936082	4.54E-02	2.23E-02	-11.15196238
334	CTRC	5.744513	6.092406	5.592916	1.661149	2.265287	2.921909	-0.973826011	4.37E-02	1.28E-02	-11.15196238
335	PSMB2	12.837747	12.609931	11.330804	8.864724	9.218487	9.133378	-0.859115966	4.44E-02	1.84E-02	-11.13131989
336	TEX264	10.563246	9.663198	10.007003	6.339437	6.189775	7.492252	-0.915798329	4.41E-02	1.56E-02	-11.10719774
337	MRPS2	10.244048	10.578102	7.746525	6.283686	7.107836	6.32627	-0.708909556	4.82E-02	2.89E-02	-11.08292067
338	VPS72	10.497228	10.319043	8.88187	6.252746	6.373501	7.03218	-0.881873883	4.42E-02	1.74E-02	-11.04290522
339	MLEC	11.173911	10.828234	11.662277	7.36523	8.098861	7.96648	-0.958245591	4.38E-02	1.35E-02	-11.02727643
340	PEX16	9.964527	9.190335	8.024505	5.728038	5.317867	6.455366	-0.830671139	4.49E-02	2.00E-02	-11.02186796
341	C11orf53	6.48761	5.195784	5.723602	1.661149	2.265287	4.146207	-0.765235387	4.62E-02	2.45E-02	-10.99148689
342	HIVEP2	10.36466	11.113235	11.47655	7.656039	7.942653	7.395512	-0.924168713	4.41E-02	1.52E-02	-10.9829661
343	TMEM39B	8.016332	8.417483	8.448127	4.718672	6.205902	4.562324	-0.830478048	4.49E-02	2.00E-02	-10.95872455
344	LAMA4	13.610376	13.124805	13.51518	7.771052	10.063457	10.18624	-1.011960811	4.36E-02	1.14E-02	-10.9413837
345	AKR1C1	11.839172	8.595375	6.031658	1.661149	6.549959	8.391335	-0.562284386	6.15E-02	5.06E-02	-10.91194984
346	APOA1	5.316227	7.174872	7.593473	1.661149	4.131418	4.146207	-0.784387536	4.57E-02	2.30E-02	-10.90763179
347	B3GAT1	4.309025	7.648015	5.702912	1.661149	2.265287	3.676349	-0.767738053	4.62E-02	2.43E-02	-10.8349816
348	KLHL36	7.867504	8.417483	8.234655	4.341916	4.797798	7.46072	-0.626279448	5.35E-02	3.86E-02	-10.82921574
349	CREB3	10.126141	9.891622	9.214907	5.579836	6.794431	6.455366	-0.941686039	4.39E-02	1.43E-02	-10.82470977
350	CFP	7.906175	7.34377	7.98402	5.320955	2.265287	4.476242	-0.894698365	4.42E-02	1.68E-02	-10.77736692
351	CNPPD1	10.518185	9.357547	8.702188	5.705318	5.936219	6.722123	-0.886024718	4.42E-02	1.72E-02	-10.71327407
352	POLG	11.600648	11.730275	12.326489	8.270632	8.181074	9.220702	-0.916955677	4.41E-02	1.55E-02	-10.70025486
353	SMG5	9.72957	9.655192	8.607641	6.960054	6.237456	4.790662	-0.841578697	4.47E-02	1.94E-02	-10.68664256
354	NOC4L	11.041209	11.273484	10.117184	7.631894	6.861783	7.774634	-0.920139133	4.41E-02	1.53E-02	-10.62443854
355	TTLL4	9.60972	9.967938	9.277666	5.891233	6.794431	5.874974	-0.955232088	4.38E-02	1.37E-02	-10.57578211
356	STX1A	7.177073	8.586982	8.428147	5.026959	3.134528	6.195186	-0.775790664	4.59E-02	2.37E-02	-10.56476017
357	OTUD4	11.536357	12.264698	12.727901	9.137671	8.36819	8.870819	-0.928997003	4.40E-02	1.49E-02	-10.51136662
358	RNH1	13.619617	12.861582	12.27568	8.993498	9.468155	9.509806	-0.984476281	4.36E-02	1.24E-02	-10.50807554
359	NHLH1	5.658609	6.184248	5.225216	1.661149	2.265287	3.676349	-0.811631155	4.52E-02	2.13E-02	-10.50731094
360	DCPS	8.476537	8.028729	6.056062	5.095353	4.131418	4.476242	-0.733749154	4.73E-02	2.68E-02	-10.41928433
361	TNFAIP2	12.492332	13.015697	12.411632	8.723321	9.1177	10.554443	-0.83178287	4.49E-02	1.99E-02	-10.37206772
362	MRPL41	11.054181	10.790357	10.000252	7.42265	7.292524	7.640338	-0.888129066	4.42E-02	1.71E-02	-10.32240169
363	ERMP1	6.52121	6.537655	5.018694	1.661149	4.797798	2.921909	-0.678869851	4.96E-02	3.17E-02	-10.2499531
364	SH3RF2	5.335413	6.638536	5.018694	1.661149	2.265287	2.921909	-0.879658918	4.43E-02	1.74E-02	-10.2499531
365	NECAP2	9.426762	9.291936	8.458015	5.448591	6.861783	5.106393	-0.845935978	4.46E-02	1.91E-02	-10.20795393
366	H2AFZ	13.044008	14.116738	14.556262	9.739011	9.694987	11.2096	-0.946587478	4.39E-02	1.41E-02	-10.18956731
367	MPHOSPH10	9.967577	9.964703	9.197307	5.728038	7.68534	6.618407	-0.787656452	4.56E-02	2.28E-02	-10.1703371
368	GLRA4	5.744513	5.43468	5.609945	1.661149	2.265287	3.630092	-0.806007175	4.53E-02	2.17E-02	-10.15879849
369	SBF1P1	9.541754	9.789261	9.179489	4.013424	6.205902	7.020304	-0.906556652	4.42E-02	1.61E-02	-10.09698092
370	NCKAP5L	8.583805	8.776041	9.765631	5.448591	5.306419	6.051818	-0.939611467	4.40E-02	1.44E-02	-10.03834923
371	RGPD1	7.530567	7.458616	7.082111	1.661149	4.131418	5.882028	-0.776814587	4.59E-02	2.36E-02	-10.03659603
372	TXNRD1	9.927407	10.594942	9.934491	8.206677	6.608026	6.587378	-0.792345407	4.55E-02	2.25E-02	-10.03149741
373	MESTIT1	8.77005	8.158996	9.310781	4.718672	6.613395	5.446557	-0.814204241	4.52E-02	2.12E-02	-10.01085039
374	TIE1	9.525286	8.454859	8.677011	1.661149	5.353925	8.305171	-0.729749424	4.74E-02	2.71E-02	-10.0080276
375	SDC1	8.763044	12.05022	8.974332	7.210813	7.191402	5.446557	-0.745878107	4.68E-02	2.60E-02	-9.962353829
376	CARS	11.776192	11.765099	10.023743	8.460842	7.713236	7.492252	-0.850201162	4.45E-02	1.89E-02	-9.954512035
377	SEC22B	9.895728	9.038579	8.598731	5.728038	7.31791	5.106393	-0.783741595	4.57E-02	2.31E-02	-9.921385699
378	TRMT61A	6.48761	6.605686	5.571599	4.341916	2.265287	2.921909	-0.776150303	4.59E-02	2.36E-02	-9.892338198
379	FAM70B	6.417969	5.487673	5.571599	1.661149	2.265287	3.676349	-0.844849088	4.46E-02	1.92E-02	-9.892338198
380	LOC440896	8.085359	6.228068	5.609945	1.661149	6.774676	2.921909	-0.578268742	5.90E-02	4.71E-02	-9.891289606
381	IL1B	9.048812	6.702075	10.587011	5.743334	5.317867	7.03218	-0.614720956	5.45E-02	4.02E-02	-9.886624606
382	METTL11A	10.256573	9.725696	9.725263	6.960054	6.608026	5.091834	-0.961775474	4.38E-02	1.33E-02	-9.825423702
383	FOXK1	9.605809	9.901809	10.295954	6.395481	6.613395	6.722123	-0.97296996	4.37E-02	1.28E-02	-9.770371508
384	MRPL32	11.704864	12.282348	12.007662	8.65307	8.724089	8.870819	-0.953418697	4.39E-02	1.37E-02	-9.737647816
385	MEF2D	10.392166	10.091744	11.958009	6.498222	7.505595	8.678584	-0.796487819	4.54E-02	2.22E-02	-9.709688414
386	CHI3L1	8.959701	9.471353	7.593473	5.743334	3.571326	6.195186	-0.83173581	4.49E-02	1.99E-02	-9.68778531
387	PLEKHM2	6.846868	7.0089	5.225216	1.661149	3.571326	5.446557	-0.627767824	5.34E-02	3.84E-02	-9.683590785
388	ESYT1	11.026657	10.251615	9.769607	6.498222	7.627877	7.553321	-0.833671381	4.48E-02	1.98E-02	-9.65572573
389	KIAA1984	5.316227	6.184248	5.225216	1.661149	2.265287	2.921909	-0.888800286	4.42E-02	1.71E-02	-9.595375997
390	BAG6	12.922328	12.448485	11.900255	8.768324	8.63937	9.750536	-0.914120641	4.41E-02	1.56E-02	-9.585705604
391	PDPK1	8.705736	8.016282	8.726933	5.448591	4.608763	7.352555	-0.65781501	5.09E-02	3.41E-02	-9.560892278
392	WBSCR16	8.890666	8.016282	6.072169	1.661149	5.509998	5.634184	-0.709993708	4.82E-02	2.88E-02	-9.556497976
393	FAU	15.808595	16.338149	15.781741	12.468898	12.559015	13.877468	-0.808739538	4.52E-02	2.15E-02	-9.51088753
394	PRR7	6.924263	7.282726	6.175931	1.661149	5.306419	3.676349	-0.749289358	4.67E-02	2.57E-02	-9.499912701
395	NHEJ1	9.26756	9.13384	9.008374	5.891233	5.317867	6.924055	-0.834626565	4.48E-02	1.97E-02	-9.465030148
396	CORO1B	10.822774	9.239354	8.313014	4.718672	6.78473	7.582913	-0.711158742	4.81E-02	2.87E-02	-9.447026393
397	SOLH	9.121827	9.20686	9.015087	6.550689	5.509998	5.882028	-0.885595922	4.42E-02	1.72E-02	-9.446624761
398	ABHD2	10.334258	10.009352	8.257481	5.026959	7.174648	6.73963	-0.776144043	4.59E-02	2.36E-02	-9.386078011
399	LOX	10.412457	9.737119	8.279951	5.448591	7.187136	6.051818	-0.804037633	4.53E-02	2.18E-02	-9.352297424
400	APEX2	8.804578	8.359538	6.800663	1.661149	5.165949	5.580533	-0.835171682	4.48E-02	1.97E-02	-9.34402914
401	WDR5	7.355332	7.476899	6.450701	1.661149	4.131418	5.446557	-0.763520152	4.63E-02	2.46E-02	-9.34318169
402	EXOC3L4	4.682076	5.487673	6.355801	1.661149	2.265287	2.921909	-0.841331228	4.47E-02	1.94E-02	-9.333292622
403	MFSD5	9.262601	8.595375	8.076776	1.661149	6.043524	5.446557	-0.917671402	4.41E-02	1.54E-02	-9.311913641
404	HBA2	10.755533	10.889234	10.414946	1.661149	7.53715	7.873743	-0.951403686	4.39E-02	1.38E-02	-9.30742812
405	PTRH1	9.61362	9.710324	7.956385	4.739845	5.857745	7.291822	-0.752206336	4.66E-02	2.55E-02	-9.295542761
406	KLC1	12.648279	12.464036	11.669742	8.65307	8.453372	9.462817	-0.930230507	4.40E-02	1.48E-02	-9.294454255
407	PATL1	11.115975	9.931942	11.267554	6.954147	7.292524	8.053616	-0.887419322	4.42E-02	1.71E-02	-9.278797097
408	WDR43	10.647452	11.766958	11.199931	7.243046	7.989035	9.113234	-0.800144549	4.53E-02	2.20E-02	-9.259256622
409	HLA-B	16.466846	16.263629	15.995935	13.054079	12.325882	13.564862	-0.902314281	4.42E-02	1.63E-02	-9.25062158
410	DAAM2	10.673841	10.484061	11.337515	1.661149	7.473335	8.974957	-0.875988795	4.43E-02	1.76E-02	-9.192810828
411	PTMS	12.719677	12.547504	12.836114	8.331873	9.524361	9.899123	-0.930005374	4.40E-02	1.48E-02	-9.159799465
412	GPN2	6.52121	6.391145	6.012527	2.820813	3.134528	5.091834	-0.663820017	5.04E-02	3.34E-02	-9.136954894
413	YARS	10.373887	10.484061	9.226523	7.210813	7.187136	7.180104	-0.780860706	4.58E-02	2.33E-02	-9.105581266
414	PVT1	9.789409	12.918293	10.823365	8.501391	6.861783	7.640338	-0.822965869	4.50E-02	2.06E-02	-9.08210941
415	C13orf33	9.740312	8.595375	8.88187	5.705318	6.794431	4.146207	-0.865605462	4.44E-02	1.81E-02	-9.041434449
416	RBM19	9.949176	10.339172	9.431116	7.109557	6.774676	6.32627	-0.886272888	4.42E-02	1.72E-02	-9.028585084
417	CHPF2	6.58615	5.43468	2.995681	1.661149	2.265287	2.921909	-0.62615087	5.35E-02	3.87E-02	-8.996682069
418	YKT6	10.626374	10.238279	9.671037	5.095353	7.174648	7.46072	-0.894968224	4.42E-02	1.68E-02	-8.973397163
419	ACVR1B	9.562079	9.352605	9.749619	7.25991	6.319269	6.195186	-0.826772934	4.49E-02	2.03E-02	-8.922320379
