	Gene Symbol	CD44+ N37	CD44+ N39	CD44+ N40	CD44+ N152	CD44+ N161	CD44+ N172	t-value	q-value	p-value	PseudoFC
195	CHI3L1	8.9597007	9.4713525	7.5934735	1.0866873	1.2054667	0.6019289	-1.774527036	4.96E-02	9.67E-04	-234.4300037
196	DENND1A	10.475962	8.7907325	8.458015	1.0866873	1.2054667	0.6019289	-1.87849402	4.96E-02	6.46E-04	-231.6954852
197	TIE1	9.5252859	8.4548593	8.6770107	1.0866873	1.2054667	0.6019289	-1.91812866	4.96E-02	5.42E-04	-231.1892237
198	PECR	8.7839604	8.9884813	8.9394675	1.0866873	7.6833888	0.6019289	-0.957010345	5.82E-02	1.29E-02	-231.1651637
199	ADCYAP1R1	9.3162351	8.4456055	10.144994	8.0517861	1.2054667	0.6019289	-0.971289785	5.70E-02	1.22E-02	-229.7110784
200	AGPAT2	9.0773338	8.9299601	7.6804979	1.0866873	1.2054667	0.6019289	-1.794157386	4.96E-02	9.19E-04	-229.6467922
201	ATG9A	10.061939	8.9099134	8.2910567	1.0866873	1.2054667	0.6019289	-1.886631915	4.96E-02	6.14E-04	-226.4778407
202	ANKS4B	10.6775714	10.7994659	10.0951772	8.0651599	2.8554202	0.6019289	-1.118435442	5.03E-02	7.04E-03	-226.3091709
203	LAS1L	9.0255823	9.1047412	8.7987201	6.1323043	1.2054667	0.6019289	-1.149041935	5.00E-02	6.41E-03	-225.9900776
204	STK39	8.720278	9.6790785	8.4180516	1.0866873	1.2054667	0.6019289	-1.908965524	4.96E-02	5.66E-04	-225.3654702
205	CHPF	10.744904	9.6349807	8.4180516	6.4903918	1.2054667	0.6019289	-1.190029972	4.98E-02	5.52E-03	-225.3654702
206	ANKRD9	9.3018043	9.0137478	8.4481275	6.8406623	1.2054667	0.6019289	-1.048868371	5.20E-02	9.05E-03	-224.1438442
207	MFSD7	9.2969617	9.0074725	8.5064613	5.7899671	1.2054667	0.6019289	-1.184039425	4.99E-02	5.65E-03	-223.1710103
208	PARL	10.5098386	9.4576082	8.3976469	6.7770801	1.2054667	0.6019289	-1.134328116	5.00E-02	6.68E-03	-222.2004657
209	GTF2IRD1	9.3771524	9.5029224	8.8745057	1.0866873	1.2054667	7.8974394	-0.973612754	5.68E-02	1.20E-02	-220.9871027
210	SDC1	8.7630437	12.0502202	8.9743323	7.7544253	1.2054667	0.6019289	-1.073663186	5.13E-02	8.25E-03	-218.1029684
211	IRX1	8.8515705	11.5193322	8.0111355	1.0866873	1.2054667	0.6019289	-1.759617278	4.96E-02	1.03E-03	-217.5017447
212	ANAPC2	8.9597007	7.8717699	8.9674264	1.0866873	1.2054667	0.6019289	-1.834056877	4.96E-02	7.74E-04	-217.0614504
213	DGKD	8.3606497	9.7782453	8.5625279	1.0866873	1.2054667	0.6019289	-1.874089809	4.96E-02	6.62E-04	-216.5746807
214	EPS8L2	8.3513375	9.9998997	8.3664885	1.0866873	1.2054667	0.6019289	-1.833104284	4.96E-02	7.82E-04	-215.1812484
215	OFD1	8.3513375	9.1680015	9.161448	7.0964955	1.2054667	0.6019289	-1.013957102	5.38E-02	1.02E-02	-215.1812484
216	PJA1	9.0716745	8.4548593	8.3453359	1.0866873	1.2054667	0.6019289	-1.892735881	4.96E-02	6.06E-04	-214.2879639
217	TAOK2	8.3973089	8.936581	8.4381717	1.0866873	1.2054667	0.6019289	-1.902682465	4.96E-02	5.74E-04	-212.4698427
218	TLE1	9.4400009	8.936581	8.8521851	8.7759375	1.2054667	0.6019289	-0.868164597	7.21E-02	2.05E-02	-212.4698427
219	TGFB2	8.3230346	10.5865465	10.992779	7.1725999	1.2054667	0.6019289	-1.16038771	4.99E-02	6.20E-03	-211.0009536
220	HTT	8.6307448	8.5268269	8.9252822	1.0866873	1.2054667	0.6019289	-1.944746855	4.96E-02	5.01E-04	-210.8123442
221	FAM50A	9.625257	8.5615078	8.7987201	1.0866873	8.5314896	0.6019289	-0.881296819	6.95E-02	1.91E-02	-209.6781596
222	CLDN4	9.5979562	9.2711329	8.313014	1.0866873	3.9031434	0.6019289	-1.482706099	4.96E-02	2.36E-03	-209.5404697
223	ZNF767	8.7908658	8.9031688	8.5159583	1.0866873	1.2054667	0.6019289	-1.956547657	4.96E-02	4.69E-04	-208.539735
224	INO80	9.6018881	8.7907325	8.7104835	1.0866873	7.4857665	0.6019289	-0.997498753	5.54E-02	1.10E-02	-208.5204676
225	FAM73B	8.9287302	8.5091687	8.7830733	1.0866873	7.4040744	0.6019289	-0.959679933	5.81E-02	1.28E-02	-207.4163729
226	MESTIT1	8.7700497	8.1589958	9.3107812	1.0866873	1.2054667	0.6019289	-1.881839333	4.96E-02	6.38E-04	-205.5524001
227	PAM16	8.9161535	8.7686392	6.4897707	1.0866873	1.2054667	0.6019289	-1.555059152	4.96E-02	1.94E-03	-205.351523
228	PPP1R3F	9.6329633	8.136169	8.7672549	1.0866873	1.2054667	0.6019289	-1.864704058	4.96E-02	6.94E-04	-205.1545868
229	RRP9	8.8842233	10.0465526	8.685452	3.1012538	1.2054667	0.6019289	-1.638655462	4.96E-02	1.50E-03	-204.8972254
230	MTA3	8.8842233	8.8124926	9.0676963	6.6408414	1.2054667	0.6019289	-1.075537391	5.13E-02	8.20E-03	-204.8972254
231	LOX	10.4124568	9.7371189	8.2799514	7.8190025	1.2054667	0.6019289	-1.01904388	5.34E-02	9.99E-03	-204.7929812
232	C13orf33	9.7403116	8.5953745	8.8818698	8.5567575	1.2054667	0.6019289	-0.886817333	6.84E-02	1.85E-02	-204.5632422
233	THAP3	9.3018043	8.8410048	8.8745057	1.0866873	1.2054667	8.3908876	-0.881810206	6.94E-02	1.91E-02	-203.5217256
234	CCBP2	8.7418194	9.1106081	8.7350882	1.0866873	7.7510357	0.6019289	-0.942508549	5.99E-02	1.38E-02	-201.5692884
235	TACR2	8.1512337	8.738645	9.0869404	1.0866873	1.2054667	0.6019289	-1.883823606	4.96E-02	6.30E-04	-201.1262655
236	USP40	8.8316181	8.5869821	8.4775892	1.0866873	1.2054667	0.6019289	-1.932792181	4.96E-02	5.18E-04	-197.5605898
237	MMP19	8.9473922	8.225386	10.3151209	7.8347051	1.2054667	0.6019289	-0.967039148	5.73E-02	1.25E-02	-197.1919891
238	UPK3B	8.8249055	8.23616	8.5987306	1.0866873	1.2054667	0.6019289	-1.89395178	4.96E-02	5.98E-04	-196.6435107
239	FNBP4	8.7057364	8.5615078	8.8891965	1.0866873	7.2874192	0.6019289	-0.969143352	5.73E-02	1.24E-02	-196.5904012
240	MOK	8.4242047	8.7980224	8.7021879	1.0866873	7.89754	0.6019289	-0.890946565	6.78E-02	1.81E-02	-196.1074499
241	SLC26A6	8.6984102	6.8213295	9.2551594	1.0866873	1.2054667	0.6019289	-1.615837809	4.96E-02	1.63E-03	-195.5946241
242	REEP4	8.8045782	8.7234108	8.0638846	1.0866873	1.2054667	0.6019289	-1.866626073	4.96E-02	6.86E-04	-193.8922739
243	TPRG1L	11.359536	10.4543796	10.2078722	9.4313502	2.8554202	0.6019289	-0.992402994	5.56E-02	1.12E-02	-193.8718297
244	SCARB1	8.1935364	8.8895842	9.2090644	5.1531951	1.2054667	0.6019289	-1.236087204	4.96E-02	4.79E-03	-192.8863826
245	PDE4D	9.1108314	8.181467	9.1492942	8.0915413	1.2054667	0.6019289	-0.892584353	6.75E-02	1.79E-02	-191.2794541
246	JAGN1	10.0066589	8.9884813	8.1759589	5.0495858	1.2054667	0.6019289	-1.291021385	4.96E-02	4.01E-03	-190.5505537
247	USP39	9.4400009	8.9431715	8.6599785	1.0866873	1.2054667	8.7423946	-0.84736959	7.75E-02	2.29E-02	-190.4529957
248	SHROOM3	8.559749	10.5653425	8.1639276	1.0866873	1.2054667	0.6019289	-1.798755562	4.96E-02	9.03E-04	-188.9680657
249	SLC22A23	10.2237788	8.1589958	8.2799514	1.0866873	1.2054667	0.6019289	-1.780900655	4.96E-02	9.51E-04	-188.3231904
250	ENTPD4	9.5169807	8.715733	8.7592802	6.7442069	1.2054667	0.6019289	-1.073368374	5.13E-02	8.26E-03	-187.8989939
251	ST14	8.6384218	11.1103098	7.9840197	1.0866873	1.2054667	0.6019289	-1.752477485	4.96E-02	1.05E-03	-187.6284116
252	ADRA2C	11.9412356	8.8480457	8.151795	5.7241063	1.2054667	0.6019289	-1.241808339	4.96E-02	4.70E-03	-187.3855785
253	PRPS1	8.8249055	8.5953745	8.7512612	7.9254928	1.2054667	0.6019289	-0.897868827	6.67E-02	1.73E-02	-186.8574797
254	SEMA6A	9.7650691	8.1476275	9.1122062	9.244132	1.2054667	0.6019289	-0.809221506	8.93E-02	2.92E-02	-186.8450595
255	DOCK9	8.7346746	7.9523826	8.6252987	1.0866873	1.2054667	0.6019289	-1.840029634	4.96E-02	7.58E-04	-184.7214906
256	RC3H2	8.7130255	8.1589958	8.7350882	6.2771857	1.2054667	0.6019289	-1.049708942	5.20E-02	9.03E-03	-181.9702575
257	NCKAP5L	8.5838045	8.7760413	9.7656312	1.0866873	1.2054667	8.818351	-0.842203504	7.89E-02	2.37E-02	-180.6579828
258	CROCCP2	9.1327388	7.4768994	8.5625279	1.0866873	1.2054667	0.6019289	-1.737347339	4.96E-02	1.09E-03	-178.0132167
259	TCP11L1	9.6406286	9.3022264	8.5625279	1.0866873	1.2054667	6.7657063	-1.087355091	5.11E-02	7.92E-03	-178.0132167
260	PRSS8	8.559749	11.5049261	7.5008617	1.0866873	1.2054667	0.6019289	-1.655758772	4.96E-02	1.42E-03	-177.6706583
261	ADRBK1	8.6536544	8.6767186	8.7987201	7.244891	1.2054667	0.6019289	-0.968704049	5.73E-02	1.24E-02	-177.4479242
262	GSC	9.237547	7.4949535	8.5533334	1.0866873	1.2054667	0.6019289	-1.738117957	4.96E-02	1.07E-03	-176.8823292
263	TEP1	8.6984102	8.9884813	8.0638846	7.335969	1.2054667	0.6019289	-0.934595998	6.10E-02	1.44E-02	-176.308194
264	DEAF1	8.720278	8.5442716	7.8096632	1.0866873	1.2054667	0.6019289	-1.808014479	4.96E-02	8.71E-04	-175.7747745
265	S100A16	9.6633833	11.33617	8.050877	8.0784109	1.2054667	0.6019289	-1.00864516	5.44E-02	1.05E-02	-174.7257144
266	NDOR1	8.6536544	8.136169	8.4078853	1.0866873	1.2054667	0.6019289	-1.862220108	4.96E-02	7.10E-04	-174.6336406
267	FAM214B	8.6536544	7.5303978	8.5533334	1.0866873	1.2054667	0.6019289	-1.750957202	4.96E-02	1.06E-03	-174.6336406
268	DNAJA2	8.3790957	9.0324114	8.6340471	7.335969	1.2054667	0.6019289	-0.952611676	5.87E-02	1.32E-02	-172.2762996
269	FBXL15	9.625257	8.0287286	8.4678353	1.0866873	1.2054667	0.6019289	-1.815165712	4.96E-02	8.30E-04	-172.063791
270	SLC34A2	8.5104001	11.8278786	7.4423001	1.0866873	1.2054667	0.6019289	-1.630410002	4.96E-02	1.54E-03	-171.6960137
271	NAT10	8.6230267	9.0262169	8.3664885	5.9133149	1.2054667	0.6019289	-1.120056376	5.03E-02	6.98E-03	-170.965335
272	PDPK1	8.7057364	8.0162816	8.7269332	6.3662802	1.2054667	0.6019289	-1.028509852	5.31E-02	9.71E-03	-170.5856686
273	LARP4B	8.6152671	9.0011699	8.5533334	6.9310735	1.2054667	0.6019289	-1.00590607	5.45E-02	1.06E-02	-170.0482589
274	CAPN2	8.8316181	9.3022264	8.0111355	7.1725999	1.2054667	0.6019289	-0.972188703	5.70E-02	1.21E-02	-169.9782824
275	FAM189B	8.8906661	8.1476275	7.9976413	1.0866873	1.2054667	0.6019289	-1.805915755	4.96E-02	8.95E-04	-168.3958074
276	C9orf80	8.7560036	8.5869821	8.257481	6.9599943	1.2054667	0.6019289	-0.969701651	5.72E-02	1.23E-02	-166.7468171
277	C15orf48	7.9805393	8.6608125	8.3664885	1.0866873	1.2054667	0.6019289	-1.831484384	4.96E-02	7.90E-04	-166.4113908
278	HADHB	9.9179761	8.464054	7.6289155	1.0866873	1.2054667	0.6019289	-1.732147353	4.96E-02	1.10E-03	-166.2679949
279	USP13	8.4593032	8.4912918	8.2910567	1.0866873	1.2054667	0.6019289	-1.886083484	4.96E-02	6.22E-04	-165.7213753
280	NT5C2	8.4506083	8.7980224	6.5278107	1.0866873	1.2054667	0.6019289	-1.552180589	4.96E-02	1.96E-03	-164.7256029
281	PRPF3	8.5678121	8.6846063	8.1022182	6.4088472	1.2054667	0.6019289	-1.018931031	5.34E-02	1.00E-02	-164.5458051
282	NRBP1	12.6487544	12.0471643	11.9011612	4.6851838	9.3795682	0.6019289	-1.160150061	4.99E-02	6.21E-03	-164.5041865
283	SCD	10.2288728	7.9653908	7.9563845	1.0866873	1.2054667	0.6019289	-1.710166439	4.96E-02	1.20E-03	-163.6483896
284	PTRH1	9.6136199	9.7103237	7.9563845	5.0495858	1.2054667	0.6019289	-1.294375343	4.96E-02	3.98E-03	-163.6483896
285	METTL22	9.247621	8.7611989	7.9563845	5.3405168	1.2054667	0.6019289	-1.185531397	4.99E-02	5.61E-03	-163.6483896
286	FBXO10	8.2244688	7.9523826	8.5716641	1.0866873	1.2054667	0.6019289	-1.81572425	4.96E-02	8.22E-04	-163.1950704
287	SLC45A4	8.5516405	8.8410048	8.4872775	3.4605153	1.2054667	0.6019289	-1.483476478	4.96E-02	2.35E-03	-162.711655
288	LOC646214	8.5516405	8.4912918	8.6938442	6.0269554	1.2054667	0.6019289	-1.090455887	5.10E-02	7.79E-03	-162.711655
289	RAB11FIP1	8.6687278	9.7782453	7.9423658	7.9400838	1.2054667	0.6019289	-0.899579378	6.64E-02	1.72E-02	-162.0659195
290	TMEM39B	8.016332	8.4174829	8.4481275	1.0866873	1.2054667	0.6019289	-1.838788308	4.96E-02	7.66E-04	-160.9864594
291	GPATCH3	8.8316181	8.5355756	8.050877	7.0434341	1.2054667	0.6019289	-0.948649699	5.92E-02	1.34E-02	-160.9098586
292	ADIPOR2	8.5352855	7.9782827	8.7269332	7.5976045	1.2054667	0.6019289	-0.879146254	6.98E-02	1.93E-02	-160.8775054
293	MAGI2	8.518743	8.2035936	8.6427428	8.1924923	1.2054667	0.6019289	-0.82686788	8.36E-02	2.62E-02	-159.0433565
294	OTUD7B	8.493568	8.23616	8.3346422	1.0866873	1.2054667	0.6019289	-1.869000125	4.96E-02	6.78E-04	-156.2921342
295	CHKA	8.467946	8.4822695	9.7536389	7.8656068	1.2054667	0.6019289	-0.927505586	6.17E-02	1.49E-02	-155.0729073
296	ERLEC1	10.3104277	8.4822695	7.8994736	8.7262907	1.2054667	0.6019289	-0.832845493	8.18E-02	2.52E-02	-155.0729073
297	CDKN2A	9.5335435	8.0162816	8.4775892	4.1976103	1.2054667	0.6019289	-1.347283072	4.96E-02	3.46E-03	-154.5706385
298	C9orf114	8.4152951	8.3496496	8.2114624	1.0866873	1.2054667	0.6019289	-1.863998936	4.96E-02	7.02E-04	-153.5923215
299	MRPS35	8.467946	8.4362921	5.9741452	1.0866873	1.2054667	0.6019289	-1.447757306	4.96E-02	2.66E-03	-153.5409135
300	LOC729603	9.2171857	8.4174829	8.4678353	1.0866873	1.2054667	8.2662493	-0.843530888	7.86E-02	2.36E-02	-153.5291314
301	FNDC4	9.031425	8.464054	8.1639276	7.9970157	1.2054667	0.6019289	-0.860854484	7.38E-02	2.11E-02	-153.1272587
302	PSMG4	7.8675036	8.3296681	8.458015	1.0866873	1.2054667	0.6019289	-1.807936788	4.96E-02	8.79E-04	-152.4876246
303	TCHP	8.085359	8.4548593	8.3238686	1.0866873	1.2054667	0.6019289	-1.84525382	4.96E-02	7.42E-04	-152.1544347
304	TPP1	8.4506083	8.2574696	8.9109561	7.3137327	1.2054667	0.6019289	-0.930932127	6.13E-02	1.47E-02	-151.7067672
305	GLRX	8.4593032	8.3595375	8.4481275	8.1302303	1.2054667	0.6019289	-0.828147293	8.31E-02	2.60E-02	-151.4461182
306	UBL4A	9.7509741	8.4456055	8.4281467	4.3788962	1.2054667	0.6019289	-1.361078988	4.96E-02	3.33E-03	-151.1816109
307	CARHSP1	7.8411348	8.4456055	8.2346552	1.0866873	1.2054667	0.6019289	-1.797501719	4.96E-02	9.11E-04	-151.0838776
308	HEATR1	8.085359	8.8963925	7.8250252	1.0866873	1.2054667	0.6019289	-1.770087533	4.96E-02	9.83E-04	-149.4062111
309	C9orf142	8.5678121	8.6527933	7.8250252	4.3788962	1.2054667	0.6019289	-1.268615334	4.96E-02	4.33E-03	-149.4062111
310	TRIM3	8.5516405	8.101237	8.4078853	5.5063453	1.2054667	0.6019289	-1.11520298	5.03E-02	7.12E-03	-147.2800955
311	UPF3B	8.40633	8.5442716	8.2231054	7.0964955	1.2054667	0.6019289	-0.93047712	6.13E-02	1.47E-02	-147.1214047
312	PHRF1	8.40633	8.5180248	7.9282096	6.988347	1.2054667	0.6019289	-0.923044751	6.23E-02	1.52E-02	-147.1214047
313	RASA4P	8.720278	7.8009715	9.708794	8.180253	1.2054667	0.6019289	-0.866514478	7.24E-02	2.06E-02	-146.9358494
314	ENDOG	9.0488124	9.0074725	8.2799514	1.0866873	1.2054667	8.2443879	-0.858546474	7.44E-02	2.15E-02	-146.3484907
315	ACCN3	7.9805393	8.3984252	9.0350412	5.5826351	1.2054667	0.6019289	-1.122190853	5.03E-02	6.92E-03	-146.317496
316	RNF123	9.545842	8.738645	8.257481	1.0866873	1.2054667	8.5238744	-0.839677133	7.93E-02	2.41E-02	-144.0867366
317	ACOX3	7.8675036	7.8991443	8.3664885	1.0866873	1.2054667	0.6019289	-1.769947548	4.96E-02	9.91E-04	-143.1140782
318	TAB3	8.5270379	7.7567626	8.6513864	6.4088472	1.2054667	0.6019289	-0.991773349	5.57E-02	1.12E-02	-142.5015434
319	DCLRE1C	8.6307448	7.885522	8.3453359	5.9712523	1.2054667	0.6019289	-1.041626265	5.22E-02	9.27E-03	-141.0310718
320	BCAN	8.6836453	7.7417201	8.8596637	7.0964955	1.2054667	0.6019289	-0.932558572	6.11E-02	1.45E-02	-141.0234444
321	EIF5B	8.3419647	8.715733	8.076776	7.3794393	1.2054667	0.6019289	-0.896694096	6.69E-02	1.75E-02	-140.7019057
322	GFPT1	9.6097199	8.0894025	8.3346422	6.8092213	1.2054667	0.6019289	-1.00333721	5.46E-02	1.07E-02	-139.9895691
323	EIF4E2	9.7078433	8.5180248	7.7302997	5.9712523	1.2054667	0.6019289	-1.092219531	5.10E-02	7.75E-03	-139.9115003
324	NIN	8.3325307	8.2035936	9.3590709	8.1302303	1.2054667	0.6019289	-0.858288265	7.44E-02	2.15E-02	-139.7848352
325	LTBP2	7.7161217	9.9582098	8.7830733	6.4903918	1.2054667	0.6019289	-1.055657991	5.18E-02	8.85E-03	-138.5432709
326	ABCF3	8.3882311	8.309406	8.2910567	7.4216382	1.2054667	0.6019289	-0.885182575	6.86E-02	1.87E-02	-137.5621063
327	GNL2	7.7305591	9.2393544	8.1878908	1.0866873	7.956043	0.6019289	-0.837940573	7.99E-02	2.44E-02	-137.3014868
328	C1orf27	8.3038528	8.3693581	8.1022182	8.0382872	1.2054667	0.6019289	-0.810423663	8.90E-02	2.91E-02	-137.0336254
329	PIAS3	9.2921029	8.2574696	8.3020771	5.4258059	1.2054667	0.6019289	-1.168916415	4.99E-02	6.01E-03	-136.8650636
330	APRT	9.4960062	9.6062	7.6972902	6.6408414	1.2054667	0.6019289	-1.059727634	5.17E-02	8.70E-03	-136.7466126
331	LCP1	9.3018043	7.6956281	9.4756	8.1428995	1.2054667	0.6019289	-0.882681535	6.92E-02	1.90E-02	-136.589157
332	ZDHHC14	9.4487599	9.8218125	9.6278916	6.0269554	2.5373444	0.6019289	-1.230390684	4.96E-02	4.89E-03	-136.2910611
333	DHX37	8.2941654	8.9884813	7.8994736	5.9712523	1.2054667	0.6019289	-1.058119957	5.17E-02	8.79E-03	-136.1165559
334	RUFY1	8.5352855	8.2888552	7.8848881	5.6551006	1.2054667	0.6019289	-1.072668419	5.13E-02	8.28E-03	-135.6164675
335	WDR77	8.2844125	9.4060615	7.9423658	7.6339561	1.2054667	0.6019289	-0.892391203	6.76E-02	1.79E-02	-135.1994867
336	ZBTB5	8.3325307	7.4023354	8.1639276	1.0866873	1.2054667	0.6019289	-1.709658146	4.96E-02	1.21E-03	-135.0397414
337	RHOG	8.6836453	8.2784691	8.0111355	8.2521782	1.2054667	0.6019289	-0.79945818	9.29E-02	3.12E-02	-134.6436487
338	SENP5	8.1404613	7.9653908	8.26876	1.0866873	1.2054667	0.6019289	-1.808464908	4.96E-02	8.63E-04	-133.7405618
339	SNORD22	8.0512583	8.8895842	8.26876	6.6761254	1.2054667	0.6019289	-0.977607843	5.65E-02	1.19E-02	-133.7405618
340	CLN6	7.9061745	8.6924512	7.6635078	1.0866873	1.2054667	0.6019289	-1.730463411	4.96E-02	1.10E-03	-133.5817338
341	ARFIP2	9.1808468	8.3693581	7.6635078	6.4501951	1.2054667	0.6019289	-0.998090167	5.53E-02	1.10E-02	-133.5817338
342	ATAD3A	8.3134756	8.5355756	7.6635078	7.4626381	1.2054667	0.6019289	-0.851977218	7.60E-02	2.23E-02	-133.5817338
343	USP31	8.2647067	9.5029224	7.9139132	7.147675	1.2054667	0.6019289	-0.945273203	5.96E-02	1.36E-02	-133.365349
344	PRDM2	8.2647067	7.7417201	8.313014	7.7378191	1.2054667	0.6019289	-0.814438287	8.75E-02	2.83E-02	-133.365349
345	NBEAL2	7.6568826	8.7980224	9.0547229	5.1531951	1.2054667	0.6019289	-1.178789266	4.99E-02	5.84E-03	-132.9696988
346	CASKIN1	8.9473922	8.2574696	7.6972902	8.1554584	1.2054667	0.6019289	-0.80252372	9.12E-02	3.04E-02	-132.6980119
347	EDN1	8.1296079	9.212327	6.6010094	1.0866873	1.2054667	0.6019289	-1.547333597	4.96E-02	1.98E-03	-131.8652503
348	C9orf41	7.6416849	8.0162816	8.7187318	1.0866873	1.2054667	0.6019289	-1.737871523	4.96E-02	1.08E-03	-131.5763092
349	TMEM115	8.5838045	8.23616	8.076776	7.7210195	1.2054667	0.6019289	-0.84830834	7.73E-02	2.29E-02	-130.7523766
350	RNF216	8.4242047	8.23616	7.8552671	7.8031272	1.2054667	0.6019289	-0.818882516	8.64E-02	2.77E-02	-130.7523766
351	KLHL36	7.8675036	8.4174829	8.2346552	7.147675	1.2054667	0.6019289	-0.886923443	6.84E-02	1.85E-02	-130.6160642
352	MCOLN2	8.234634	7.885522	9.9798073	6.0805901	1.2054667	0.6019289	-1.082842865	5.13E-02	8.05E-03	-130.6141445
353	BOP1	8.1076531	9.3916776	8.6340471	1.0866873	1.2054667	8.2877844	-0.841008568	7.90E-02	2.38E-02	-129.8737246
354	GGA2	8.2244688	7.6640611	8.6164969	6.4501951	1.2054667	0.6019289	-0.961568439	5.78E-02	1.27E-02	-129.6970769
355	RARG	7.4101728	8.4912918	8.1022182	1.0866873	1.2054667	0.6019289	-1.707528008	4.96E-02	1.22E-03	-129.3853887
356	NUDCD3	9.4443871	8.0162816	8.1022182	1.0866873	8.4524089	0.6019289	-0.811280509	8.87E-02	2.89E-02	-129.3853887
357	RINT1	8.9349778	8.214531	7.7784397	5.6551006	1.2054667	0.6019289	-1.081430833	5.13E-02	8.08E-03	-128.8067428
358	SYT15	8.2039211	8.181467	8.5987306	6.2304884	1.2054667	0.6019289	-1.018883332	5.34E-02	1.00E-02	-127.8629426
359	MAP7D1	13.436616	14.1921646	13.6349676	9.5924293	1.2054667	6.6374655	-1.276723003	4.96E-02	4.16E-03	-127.7785741
360	SEMA3B	7.5951068	11.1292182	10.2653112	5.4258059	1.2054667	0.6019289	-1.293203471	4.96E-02	3.99E-03	-127.3961494
361	UBASH3B	7.5951068	9.8744841	10.6291909	6.1822306	1.2054667	0.6019289	-1.166914886	4.99E-02	6.07E-03	-127.3961494
362	ASMTL-AS1	5.3162271	8.0774702	8.4281467	1.0866873	1.2054667	0.6019289	-1.3265779	4.96E-02	3.66E-03	-127.1848339
363	HLA-DRB1	8.4418607	8.0774702	2.1654208	1.0866873	1.2054667	0.6019289	-0.907934297	6.52E-02	1.65E-02	-127.1848339
364	DGKA	7.786906	8.1925727	8.4281467	5.8529567	1.2054667	0.6019289	-1.02915944	5.31E-02	9.70E-03	-126.8611105
365	CHRD	8.1830764	7.8154118	8.355951	7.5025051	1.2054667	0.6019289	-0.840425429	7.92E-02	2.40E-02	-126.0288094
366	MEG3	11.3183106	12.7395811	13.6991642	11.2973689	5.7625232	0.6019289	-0.968059287	5.73E-02	1.24E-02	-125.9806114
367	COX18	8.062715	7.3437697	8.3238686	1.0866873	1.2054667	0.6019289	-1.693540988	4.96E-02	1.26E-03	-125.8906781
368	PAK1	7.6568826	8.181467	7.8848881	1.0866873	1.2054667	0.6019289	-1.738444973	4.96E-02	1.06E-03	-125.888295
369	TRIM11	8.2142315	7.9910605	8.1759589	6.9015613	1.2054667	0.6019289	-0.906514543	6.53E-02	1.66E-02	-125.4085779
370	ANAPC7	8.1404613	8.0533052	7.5754206	1.0866873	7.2567201	0.6019289	-0.836934433	8.04E-02	2.46E-02	-125.0722477
371	C6orf1	8.7908658	8.1702751	7.5754206	7.522033	1.2054667	0.6019289	-0.845486138	7.79E-02	2.32E-02	-124.9154799
372	PDE6A	8.0044995	7.843866	8.1639276	1.0866873	1.2054667	0.6019289	-1.777079975	4.96E-02	9.59E-04	-124.3670823
373	TEKT4	9.1596632	9.0137478	7.5571389	6.9310735	1.2054667	0.6019289	-0.970642644	5.72E-02	1.22E-02	-124.0871574
374	CASP9	7.6868062	8.0410693	8.7104835	1.0866873	6.8260777	0.6019289	-0.918951128	6.32E-02	1.56E-02	-124.0159555
375	RIC8B	7.9061745	7.5819833	8.6427428	1.6938929	1.2054667	0.6019289	-1.637264245	4.96E-02	1.50E-03	-123.5413253
376	SAP25	7.9684083	8.1476275	9.9450759	6.6046733	1.2054667	0.6019289	-1.020514947	5.34E-02	9.95E-03	-122.969851
377	USP4	8.0740814	8.0287286	7.6972902	1.0866873	1.2054667	0.6019289	-1.753437705	4.96E-02	1.04E-03	-122.9596638
378	NSMCE1	8.2941654	8.0287286	6.8910052	1.0866873	1.2054667	0.6019289	-1.603874523	4.96E-02	1.67E-03	-122.9596638
379	ELF4	8.0280683	7.9126391	8.0245047	1.0866873	1.2054667	0.6019289	-1.781203872	4.96E-02	9.43E-04	-122.6001885
380	DPYSL4	7.4456083	8.136169	8.1395596	1.0866873	1.2054667	0.6019289	-1.714051698	4.96E-02	1.17E-03	-122.2840926
381	BEGAIN	7.5305672	9.0988503	9.0350412	6.9015613	1.2054667	0.6019289	-0.970096616	5.72E-02	1.23E-02	-121.8226255
382	YRDC	8.5352855	8.1246187	7.7465254	6.8714329	1.2054667	0.6019289	-0.909435869	6.49E-02	1.64E-02	-121.0242239
383	PDCD11	7.9561744	8.464054	7.5198657	1.0866873	1.2054667	0.6019289	-1.717677633	4.96E-02	1.15E-03	-120.9223211
384	LY6K	8.3699022	9.7708544	7.5198657	6.2771857	1.2054667	0.6019289	-1.033216317	5.29E-02	9.57E-03	-120.9223211
385	RHOD	8.5270379	10.2275206	7.5198657	7.2911484	1.2054667	0.6019289	-0.949075258	5.92E-02	1.34E-02	-120.9223211
386	MAP3K4	8.1725401	7.4586165	7.9976413	1.0866873	1.2054667	0.6019289	-1.711613147	4.96E-02	1.18E-03	-120.3384614
387	SSFA2	7.893399	8.1129752	8.4775892	6.5675757	1.2054667	0.6019289	-0.948970074	5.92E-02	1.34E-02	-120.051411
388	TBP	8.4418607	7.9910605	7.4620859	1.0866873	1.2054667	0.6019289	-1.710400436	4.96E-02	1.19E-03	-119.7907928
389	MATL2963	7.8142752	7.9910605	8.1022182	1.0866873	2.8554202	0.6019289	-1.452171834	4.96E-02	2.60E-03	-119.7907928
