	Gene Symbol	CD44+ N37	CD44+ N39	CD44+ N40	CD44+ N152	CD44+ N161	CD44+ N172	t-value	q-value	p-value	PseudoFC
200	PSMA3	4.2634629	2.0230478	3.3243747	7.9254928	8.9417534	9.473175	1.226333944	4.96E-02	4.96E-03	49.09072991
201	NFIA	8.2039211	5.3406193	7.3175252	13.8065095	11.7340016	11.9107637	1.144851825	5.00E-02	6.48E-03	48.59003034
202	CC2D2B	1.8744435	2.0230478	2.1654208	7.6158948	7.2567201	8.7267115	1.390073999	4.96E-02	3.09E-03	48.26304389
203	HSDL2	4.6394091	2.0230478	2.3793449	5.5826351	8.872563	10.225152	0.972842488	5.69E-02	1.21E-02	48.02597265
204	LPCAT4	1.8744435	3.3213504	2.3793449	6.5294995	8.9026233	8.3908876	1.179623371	4.99E-02	5.81E-03	47.87739864
205	ITFG1	3.8399484	2.0230478	2.1654208	8.5848861	7.0925914	9.4156466	1.223162307	4.96E-02	5.01E-03	47.69275331
206	MMGT1	4.6820765	3.7709946	2.1654208	9.7373165	9.3361721	8.1298183	1.192755838	4.98E-02	5.48E-03	47.34622678
207	EPHX1	4.2098819	4.4133226	4.9444683	9.9719683	8.9026233	11.2432203	1.235308241	4.96E-02	4.82E-03	47.13234941
208	PNRC1	8.1619262	6.1390574	8.0377511	12.9334843	13.7163239	12.3019721	1.223343852	4.96E-02	5.00E-03	46.9937726
209	CCNG1	2.2016907	4.7507076	2.1654208	9.0152285	9.0884529	7.7187266	1.179877657	4.99E-02	5.79E-03	46.95821723
210	ATP5F1	3.0245043	2.8096013	3.9352215	9.9612782	7.8365643	8.577319	1.239248843	4.96E-02	4.73E-03	46.94223549
211	TOP1P1	2.993831	3.3213504	3.9083598	8.8855392	9.0351732	8.5238744	1.331001422	4.96E-02	3.61E-03	46.20712428
212	H6PD	6.5861495	3.360637	2.3793449	11.0098654	10.507389	7.8974394	1.064669082	5.14E-02	8.51E-03	45.82600305
213	RCAN2	5.7445127	2.406905	4.7244061	8.6124767	11.2618781	9.2825265	1.080495704	5.13E-02	8.12E-03	45.8028459
214	PROS1	2.993831	2.406905	3.9352215	8.1045532	8.6064601	8.4871122	1.251466364	4.96E-02	4.59E-03	45.04456776
215	MEA1	3.3509967	2.8096013	2.9956812	8.0784109	10.5268203	8.4871122	1.320226275	4.96E-02	3.72E-03	44.98683606
216	CKS1B	3.0245043	2.0230478	3.3243747	9.1902202	7.5120008	8.4301508	1.275690462	4.96E-02	4.17E-03	44.90963177
217	UQCRQ	5.8565586	4.3513152	3.7641245	9.6600956	9.2374148	11.9518161	1.17123908	4.99E-02	5.97E-03	44.424703
218	RBMXL1	4.963444	2.406905	3.9083598	9.8991573	9.3795682	8.9045161	1.238370018	4.96E-02	4.74E-03	44.36064291
219	ETV1	2.2016907	2.0230478	2.3793449	7.6339561	8.0663803	7.4777211	1.395577091	4.96E-02	3.03E-03	43.85511891
220	GEM	5.3044627	6.1390574	7.8096632	11.9585009	12.0988978	10.7483753	1.12529579	5.03E-02	6.88E-03	43.52923052
221	HAS2	1.8744435	2.8096013	5.018694	8.7759375	7.3174789	8.8034763	1.053333045	5.19E-02	8.92E-03	43.50277077
222	TRA2B	5.7445127	4.7365865	5.018694	9.8342407	11.1925978	10.4614424	1.254309489	4.96E-02	4.57E-03	43.49411589
223	BAG3	5.7445127	6.9314777	7.6635078	11.4757116	13.104577	11.6067187	1.16868153	4.99E-02	6.01E-03	43.44352174
224	ITPKB	2.993831	2.0230478	2.9956812	7.6694143	7.5879581	8.4301508	1.251400122	4.96E-02	4.60E-03	43.24524336
225	FILIP1L	5.2636993	3.3213504	4.4498938	8.7513276	10.3885066	10.3785579	1.210814628	4.97E-02	5.20E-03	43.11079458
226	PLSCR4	3.8399484	3.3213504	4.5083337	10.9695379	7.956043	9.2609108	1.173276782	4.99E-02	5.92E-03	42.84224996
227	DPYD	1.8744435	2.0230478	4.4498938	8.4072489	7.2874192	8.5419101	1.13183715	5.01E-02	6.72E-03	42.60573396
228	USMG5	4.6820765	5.297868	2.3793449	8.1428995	10.0863423	10.6353184	1.117965601	5.03E-02	7.06E-03	42.34928863
229	SNRNP27	3.8399484	3.3213504	2.1654208	8.7093547	7.5879581	8.9725869	1.205939776	4.98E-02	5.30E-03	41.87462177
230	CCDC71L	4.815804	5.297868	4.2859964	10.7838279	9.0971447	10.2026521	1.207572491	4.98E-02	5.28E-03	41.84107785
231	PHF17	6.6482929	4.9115166	6.2829045	10.2193155	12.032478	11.8541443	1.19477139	4.98E-02	5.44E-03	41.76391558
232	JTB	4.815804	3.8720139	3.9352215	9.21443	9.3139746	11.0424753	1.277581166	4.96E-02	4.14E-03	41.60696211
233	STXBP3	1.8744435	2.0230478	2.1654208	7.400693	8.5314896	6.8834842	1.314375881	4.96E-02	3.78E-03	41.57502364
234	MCM3	1.8744435	3.3213504	2.1654208	4.5400907	7.5377667	9.8294924	0.90652013	6.53E-02	1.66E-02	41.42259025
235	KRT18	1.8744435	3.8720139	2.1654208	7.244891	8.7675828	8.0053615	1.188466971	4.98E-02	5.54E-03	41.36811838
236	NDUFAB1	1.8744435	2.8096013	2.1654208	6.0269554	8.1688761	7.925186	1.134749868	5.00E-02	6.67E-03	41.04899075
237	CLU	4.309025	6.0441977	4.7244061	9.9896111	10.0819703	11.0007002	1.220192652	4.96E-02	5.05E-03	41.0003459
238	RPP40	1.8744435	2.0230478	2.1654208	3.1012538	7.3757827	8.3708479	0.793104195	9.50E-02	3.24E-02	40.86333087
239	PARK7	4.963444	4.3899364	2.3793449	9.5691497	8.5186068	10.3117986	1.183245174	4.99E-02	5.65E-03	40.73945076
240	TMEM14A	1.8744435	3.7709946	2.9956812	7.6339561	7.5120008	9.0752315	1.154126905	4.99E-02	6.35E-03	39.51249258
241	NTRK2	2.2016907	4.7507076	2.9956812	7.335969	8.2951094	11.0265508	1.093741072	5.10E-02	7.73E-03	39.38100766
242	EIF4E	5.7794294	6.1842483	6.0721689	11.3638154	11.7087024	10.7327567	1.293115393	4.96E-02	4.00E-03	39.1691643
243	CXCL14	4.309025	6.0924064	5.5929159	12.3140128	10.884032	9.1119156	1.127760708	5.02E-02	6.83E-03	39.15476934
244	DIMT1	1.8744435	3.360637	2.3793449	6.4088472	9.2056159	7.6538745	1.116399801	5.03E-02	7.09E-03	38.70718979
245	LOC100129316	1.8744435	2.0230478	2.9956812	4.1976103	8.1852726	8.2662493	0.891568891	6.76E-02	1.80E-02	38.60104563
246	PFDN1	1.8744435	2.0230478	2.1654208	7.2911484	5.5764175	8.3090028	1.105638493	5.06E-02	7.43E-03	38.53508315
247	SYBU	1.8744435	2.0230478	2.1654208	6.6046733	7.2874192	9.3454959	1.249210792	4.96E-02	4.62E-03	38.43560364
248	TMEM159	1.8744435	2.0230478	2.9956812	5.5826351	7.2874192	9.4918525	1.043832883	5.22E-02	9.21E-03	38.43560364
249	SDHB	1.8744435	2.0230478	2.1654208	4.8170878	7.2874192	7.4397554	0.975021932	5.66E-02	1.20E-02	38.43560364
250	PM20D2	1.8744435	3.8720139	2.3793449	6.6408414	9.1313973	7.7500915	1.093785567	5.10E-02	7.72E-03	38.30294505
251	TSPAN6	3.8197323	2.0230478	2.1654208	9.062674	6.9073747	8.9457427	1.209016548	4.98E-02	5.24E-03	37.86890311
252	CHMP2B	1.8744435	2.8096013	4.2859964	9.7205099	7.5377667	7.093631	1.061990088	5.15E-02	8.61E-03	37.25049072
253	RFK	1.8744435	3.3213504	2.1654208	8.4987997	7.0925914	8.0564393	1.244846221	4.96E-02	4.68E-03	37.22365586
254	MTDH	5.3044627	5.1480825	3.9352215	10.5107958	9.2530552	9.5904678	1.152706596	4.99E-02	6.36E-03	36.92006254
255	ARHGEF25	2.993831	2.8096013	3.9083598	8.2521782	6.6948447	9.1119156	1.053500437	5.19E-02	8.90E-03	36.84905737
256	CHPT1	4.2098819	3.360637	3.9352215	8.9732809	9.7262434	8.5597232	1.25682892	4.96E-02	4.51E-03	36.73507144
257	PRKG1	1.8744435	2.0230478	2.9956812	7.0702087	7.5120008	7.6538745	1.232993795	4.96E-02	4.82E-03	36.6506059
258	RERG	3.8399484	2.0230478	2.9956812	6.4903918	9.0351732	8.6118796	1.08336884	5.13E-02	8.04E-03	36.63688122
259	CCL21	5.2636993	3.3213504	3.7641245	6.2771857	8.9417534	12.2913492	0.903857128	6.57E-02	1.68E-02	36.19275114
260	CAT	4.6820765	2.8096013	3.9352215	7.9829919	8.65436	9.9080797	1.110357196	5.05E-02	7.27E-03	36.08658372
261	DDX1	4.815804	3.3213504	2.1654208	7.7708426	9.2762025	8.4871122	1.09502981	5.10E-02	7.67E-03	35.8962651
262	SRP14	5.2636993	2.406905	3.9352215	9.0891013	8.0122661	9.6076956	1.070121757	5.14E-02	8.36E-03	35.60183646
263	METTL9	4.2634629	2.0230478	2.1654208	7.3137327	6.8260777	9.6162329	1.045489091	5.22E-02	9.15E-03	35.46470088
264	C14orf2	4.6820765	4.3513152	2.3793449	9.8224753	8.3687411	9.3038231	1.167914156	4.99E-02	6.04E-03	35.27071303
265	SRGN	6.5861495	2.0230478	5.2252164	11.7256736	8.734539	7.9524091	0.878735799	7.00E-02	1.94E-02	35.24933404
266	SNRPE	3.8399484	2.0230478	2.1654208	8.6748743	7.1604986	8.7732587	1.217994037	4.96E-02	5.07E-03	35.19871284
267	VEZT	3.8197323	3.3213504	3.3243747	8.5183788	8.9513724	6.1659595	0.946979859	5.93E-02	1.35E-02	35.05722834
268	THOC7	4.2098819	3.3213504	2.1654208	7.9107527	8.4387969	9.33519	1.190097301	4.98E-02	5.51E-03	34.90370026
269	CDC14B	1.8744435	2.406905	2.1654208	6.988347	8.7456379	7.0438915	1.250934032	4.96E-02	4.62E-03	34.6288712
270	SACM1L	2.2016907	3.3213504	4.2859964	7.3137327	8.6425333	8.932131	1.108018963	5.06E-02	7.32E-03	34.58421951
271	HES1	6.8989234	4.8079702	5.2252164	9.9140164	11.5859378	10.6603018	1.114131182	5.04E-02	7.15E-03	34.4407878
272	TCEAL4	2.993831	3.3213504	4.2859964	10.2547666	8.4250552	6.8257955	1.031032678	5.29E-02	9.63E-03	34.38493745
273	NDUFA4	4.2634629	4.8304956	4.9444683	9.3517316	9.7703857	12.0792452	1.236006231	4.96E-02	4.80E-03	34.01899484
274	ADH1B	4.7435639	3.8720139	6.0721689	8.9518406	10.150381	10.8092119	1.104534829	5.06E-02	7.48E-03	33.82051586
275	IFT46	2.2016907	2.0230478	2.3793449	7.268205	8.2799211	6.069928	1.136970343	5.00E-02	6.62E-03	33.50987303
276	TTF1	2.993831	4.4133226	2.1654208	8.2166637	7.2253537	8.2877844	1.049775849	5.19E-02	9.01E-03	33.35735192
277	TPM1	5.2636993	6.1842483	3.3243747	8.8160436	10.3158996	11.1014343	1.066630038	5.14E-02	8.44E-03	33.17904161
278	7-Sep	6.3447976	4.8304956	4.7244061	9.1593751	9.8802157	11.924578	1.06062609	5.15E-02	8.65E-03	33.12205037
279	FAM110B	4.2098819	2.0230478	2.1654208	7.0702087	8.7007207	7.7807893	1.097027787	5.09E-02	7.63E-03	33.06334689
280	TMSB4X	8.9960085	8.6447292	9.4260873	14.3968235	14.0332022	13.8620403	1.259227779	4.96E-02	4.47E-03	32.83570884
281	GBP2	4.2634629	3.360637	4.7549172	8.6484622	9.7865969	8.4683738	1.116751851	5.03E-02	7.08E-03	32.71044977
282	ASNSD1	2.2016907	2.0230478	2.1654208	7.0434341	7.1604986	8.5947028	1.284977565	4.96E-02	4.09E-03	32.45539202
283	ATF6	5.7794294	4.7365865	2.3793449	9.7539295	9.7429554	8.6786124	1.056318328	5.18E-02	8.84E-03	32.14158087
284	RBM3	6.7367617	6.537655	5.018694	10.8947292	11.7353942	11.3621946	1.203181806	4.98E-02	5.33E-03	31.96968146
285	RPS24	8.3134756	7.885522	8.6164969	12.7649469	13.3049818	13.8789899	1.218459898	4.96E-02	5.07E-03	31.81215456
286	TRAPPC6B	2.2016907	2.0230478	2.1654208	7.147675	6.5504789	7.8108476	1.222360087	4.96E-02	5.03E-03	31.60879706
287	SKP1	4.6820765	4.8079702	3.3243747	9.4313502	9.2452562	9.784751	1.225655084	4.96E-02	4.98E-03	31.48910377
288	OS9	4.309025	5.1480825	5.2176156	11.0304667	10.1208497	8.6118796	1.113179533	5.04E-02	7.19E-03	31.40162226
289	AKAP9	3.8399484	3.360637	5.3892653	8.8081111	10.5835916	8.3299138	1.079168649	5.13E-02	8.15E-03	31.32574214
290	BOLA3	3.8399484	3.7709946	2.1654208	8.2404369	7.2567201	8.7884466	1.08392778	5.13E-02	8.01E-03	30.87780167
291	RHOB	9.0997518	8.0894025	8.050877	13.6197313	12.9966452	13.4747732	1.19389932	4.98E-02	5.46E-03	30.81942645
292	ZFYVE28	2.2016907	2.0230478	3.9083598	6.7105675	7.5879581	8.8476482	1.083584421	5.13E-02	8.04E-03	30.68131477
293	PPP3R1	4.2098819	4.3899364	3.9352215	9.4416416	9.1482234	8.4106527	1.17928695	4.99E-02	5.83E-03	30.66118368
294	HSP90AA1	8.3134756	8.5442716	9.4311157	13.6455578	14.3384757	12.7440469	1.111956607	5.04E-02	7.24E-03	30.00976133
295	SOD3	6.8201191	4.3513152	8.6427428	9.4820885	11.7256177	11.7513159	0.8413111	7.90E-02	2.38E-02	29.97106828
296	SMOC2	4.7435639	4.3899364	6.0540376	10.1106434	8.3250145	10.9543163	1.011459622	5.41E-02	1.03E-02	29.86282523
297	CHMP5	4.6394091	3.3213504	4.4498938	8.4588258	8.1852726	10.3378421	1.068286689	5.14E-02	8.39E-03	29.11967163
298	BUD31	2.2016907	3.360637	3.3243747	6.9310735	8.1852726	8.9592273	1.135809126	5.00E-02	6.65E-03	29.05869226
299	ATF1	4.309025	3.360637	2.9956812	7.8502387	9.1229101	8.818351	1.171785545	4.99E-02	5.95E-03	28.93126406
300	KIAA0040	2.993831	4.4133226	5.2252164	8.5661948	9.2608123	9.8657454	1.11379844	5.04E-02	7.17E-03	28.7898761
301	UROD	5.2636993	3.3213504	2.3793449	8.7513276	7.2253537	10.0968205	1.019126456	5.34E-02	9.98E-03	28.76033974
302	OXA1L	3.3509967	3.7709946	3.9352215	8.1924923	8.4250552	8.833074	1.196354418	4.98E-02	5.41E-03	28.67050844
303	CHCHD5	4.2634629	3.360637	3.3243747	7.0702087	9.4147603	8.1996456	1.017902709	5.35E-02	1.01E-02	28.62112774
304	TADA3	3.8399484	3.8720139	2.1654208	8.0246608	7.8365643	8.7108559	1.118860945	5.03E-02	7.02E-03	28.61782399
305	ADCY3	6.0548278	4.9115166	4.5083337	8.5848861	9.7429554	11.0007002	1.005622578	5.45E-02	1.06E-02	28.47134779
306	BOD1L	4.6820765	4.8304956	4.2859964	9.5116965	9.4286003	9.5904678	1.251495541	4.96E-02	4.58E-03	28.4354758
307	RSF1	6.0082059	4.7365865	5.2252164	10.9371717	10.0375054	9.3658894	1.103321921	5.06E-02	7.49E-03	28.09592371
308	NUTF2	5.0569476	3.360637	2.3793449	8.167909	8.9798503	8.0311264	1.044201536	5.22E-02	9.19E-03	27.9983901
309	KDM3B	2.993831	2.8096013	3.3243747	8.0915413	7.1604986	8.1298183	1.157265402	4.99E-02	6.26E-03	27.96292869
310	ZNF22	4.6820765	2.8096013	2.9956812	9.3894343	7.6124139	9.0119393	1.135202924	5.00E-02	6.65E-03	27.91198177
311	PRSS23	5.3285264	2.8096013	3.9083598	10.2518454	6.2722716	8.7108559	0.858015062	7.44E-02	2.15E-02	27.90585885
312	MTRNR2L8	8.9840072	11.9710046	12.3604928	13.7854529	16.0492172	17.4110649	0.883344973	6.91E-02	1.89E-02	27.88554783
313	MAT2B	5.3354128	4.3513152	3.9352215	10.1298639	8.3543123	9.2054107	1.062231312	5.15E-02	8.60E-03	27.75067801
314	PHF20L1	3.3509967	4.3899364	2.3793449	7.1725999	8.1522912	8.4106527	1.020552807	5.34E-02	9.94E-03	27.72767982
315	GRIP2	2.993831	2.8096013	2.3793449	7.5976045	6.6002221	8.8763623	1.118420778	5.03E-02	7.04E-03	27.62692888
316	ANAPC4	1.8744435	2.0230478	2.1654208	6.8092213	6.6483084	9.1594204	1.207263617	4.98E-02	5.29E-03	27.59191082
317	CAMK2N1	5.2636993	3.360637	5.5715986	10.1519689	9.062059	10.0408434	1.108563382	5.06E-02	7.32E-03	27.4197623
318	CKLF	2.2016907	2.0230478	3.9083598	4.9379926	7.7510357	8.6786124	0.877062992	7.04E-02	1.97E-02	27.28909407
319	CCDC23	4.2098819	2.0230478	2.1654208	7.5790795	6.0753543	8.9725869	0.977973225	5.65E-02	1.18E-02	27.14670171
320	RGL1	4.309025	3.7709946	2.9956812	8.5280696	9.3580333	7.550782	1.08762538	5.11E-02	7.91E-03	27.0409702
321	MAGEH1	5.2636993	2.0230478	3.9352215	9.6556819	8.6892694	8.577319	1.100456639	5.08E-02	7.55E-03	26.98429144
322	ABHD14B	5.3044627	3.3213504	5.2252164	7.8031272	10.1669886	9.9759882	0.988655221	5.59E-02	1.14E-02	26.92308403
323	MGC23270	3.3509967	2.406905	2.1654208	6.9015613	7.0213307	8.2662493	1.100364081	5.08E-02	7.56E-03	26.65141881
324	DBI	4.7435639	4.3899364	4.2859964	9.1214689	8.0305306	9.7307362	1.05073765	5.19E-02	8.99E-03	26.56643051
325	2-Sep	6.7650859	4.7365865	4.5083337	10.9924701	9.2374148	10.6561678	1.066092671	5.14E-02	8.47E-03	26.52132722
326	TENC1	3.3509967	2.406905	3.9352215	8.0784109	9.9248413	6.7657063	1.052737588	5.19E-02	8.94E-03	26.49070248
327	DCN	8.6910467	8.181467	9.3748148	15.5515758	13.4094336	12.6823704	1.095932971	5.09E-02	7.65E-03	26.32546136
328	FKBP3	3.3509967	3.8720139	2.1654208	8.3206874	8.0663803	7.8691489	1.158907362	4.99E-02	6.22E-03	26.27071633
329	PPP1CC	5.0569476	6.0726357	5.6099449	10.3231579	8.8210275	11.2569347	1.006896922	5.45E-02	1.06E-02	26.23121993
330	DNAJC19	5.3285264	3.3213504	2.1654208	7.7378191	7.7728978	10.0408434	0.99185007	5.56E-02	1.12E-02	26.2149345
331	H3F3C	7.5469748	6.0441977	6.8006628	12.0121399	12.0392592	10.7561217	1.101892388	5.07E-02	7.52E-03	26.20779302
332	SMARCA5	4.6820765	4.3513152	3.9352215	9.0956332	9.1143726	8.6456318	1.15158858	4.99E-02	6.38E-03	26.18030923
333	CSTF2T	3.0245043	2.406905	2.9956812	7.704022	6.7836452	8.2443879	1.128249261	5.02E-02	6.82E-03	26.14278261
334	OSBPL8	5.3162271	4.3513152	4.4498938	10.0412806	9.1565634	7.4397554	0.911676464	6.44E-02	1.61E-02	26.11251738
335	NR2F1	4.7435639	2.8096013	3.3243747	9.4209849	7.5120008	9.3454959	1.114643822	5.04E-02	7.13E-03	26.0353434
336	SSPN	3.8399484	2.406905	4.5083337	9.4157741	6.6483084	8.5419101	0.965854952	5.74E-02	1.25E-02	26.02744303
337	API5	1.8744435	2.406905	4.7549172	6.5675757	8.0305306	9.1358635	0.997656928	5.54E-02	1.10E-02	25.86863709
338	TRMT112	6.8989234	6.1842483	5.5929159	10.5682844	10.2858018	11.7532525	1.069532789	5.14E-02	8.37E-03	25.8642226
339	APPL2	3.8399484	4.3513152	2.1654208	8.5183788	8.3101394	8.6786124	1.141669697	5.00E-02	6.55E-03	25.60636104
340	MRPL24	4.6820765	3.3213504	2.1654208	7.3794393	7.9937674	8.0053615	0.976133088	5.66E-02	1.19E-02	25.49985287
341	ESYT2	3.3509967	3.7709946	4.4498938	8.4384157	8.5314896	8.3908876	1.127210629	5.02E-02	6.84E-03	25.41170312
342	HSP90B1	6.8201191	4.8079702	5.5446534	10.8490686	10.1955997	9.9559492	1.047493482	5.21E-02	9.11E-03	25.12316303
343	NUCB2	6.4876101	3.7709946	3.7641245	9.2499997	8.4524089	8.4106527	0.857158159	7.47E-02	2.16E-02	25.04634492
344	UBAC1	2.2016907	2.0230478	2.1654208	6.8092213	7.5630806	6.1659595	1.133065064	5.01E-02	6.70E-03	24.99903401
345	TAF1A	5.982974	4.9115166	4.9444683	9.6334087	8.6892694	10.6226625	0.989629606	5.58E-02	1.13E-02	24.92788342
346	ALPK1	4.2634629	3.8720139	5.2176156	8.5086224	8.9798503	9.14769	1.054759492	5.19E-02	8.87E-03	24.8747231
347	SLIT3	4.815804	3.3213504	5.2252164	9.8536389	7.6124139	9.482544	0.972251656	5.70E-02	1.21E-02	24.73397869
348	AP3B1	3.8399484	3.360637	2.1654208	7.7378191	7.9750285	7.9791282	1.121219722	5.03E-02	6.96E-03	24.49459452
349	LOC649395	6.7367617	7.440099	6.7371315	11.4529988	11.3698308	11.3494495	1.107263721	5.06E-02	7.36E-03	24.4656859
350	PPAP2A	5.6586086	4.3899364	4.7244061	8.9944071	9.1057844	10.2745294	1.051192411	5.19E-02	8.97E-03	24.32673452
351	EID1	5.7445127	3.8720139	6.0125266	11.0490962	8.4658937	8.7884466	0.878311349	7.02E-02	1.95E-02	24.14880415
352	MSX1	5.7794294	6.7629335	8.0377511	11.3474884	11.3929577	10.7209308	0.966291352	5.73E-02	1.25E-02	23.99322086
353	A2M	6.5540448	6.2280676	6.9199049	10.3990542	11.2848856	11.5023526	1.083873977	5.13E-02	8.02E-03	23.95820173
354	RAB1A	6.186289	6.0497213	6.2829045	11.157649	10.7581544	9.6581778	1.034098858	5.29E-02	9.55E-03	23.78310968
355	KAT8	4.309025	2.8096013	3.7641245	7.3794393	7.7728978	8.985824	1.002544307	5.47E-02	1.08E-02	23.74971006
356	ANKRD10	6.5861495	4.7507076	6.0125266	9.6198778	9.8289569	11.1522193	0.986272516	5.60E-02	1.15E-02	23.6877588
357	TRPT1	2.2016907	3.3213504	2.1654208	5.4258059	8.1688761	6.7657063	0.911731758	6.44E-02	1.61E-02	23.65405426
358	COX5A	4.309025	3.8720139	4.7244061	8.4072489	9.5475254	8.8620767	1.112669548	5.04E-02	7.21E-03	23.47497516
359	COX8A	7.2186326	6.3520696	6.6706745	10.8118669	11.2226976	11.9635729	1.098023629	5.08E-02	7.60E-03	23.45824348
360	EIF3H	6.6482929	7.2617905	7.4620859	11.8164541	11.8126287	11.4838112	1.13843463	5.00E-02	6.60E-03	23.43898524
361	DYNLT3	5.8565586	3.8720139	3.7641245	8.6305817	8.3101394	9.2825265	0.944532411	5.96E-02	1.37E-02	23.36075252
362	SYTL2	2.2016907	2.406905	2.9956812	6.9015613	6.7399276	9.6076956	1.106061098	5.06E-02	7.42E-03	23.23514746
363	ARHGAP15	1.8744435	3.3213504	4.7549172	6.4088472	7.4318221	9.5375148	0.895945684	6.69E-02	1.76E-02	23.17349422
364	RGMB	4.2098819	4.8079702	5.2252164	9.001381	8.8210275	9.7541334	1.06704067	5.14E-02	8.42E-03	23.0855306
365	DNAJC14	3.8399484	2.0230478	2.9956812	8.1174489	7.1604986	7.5147138	1.067880987	5.14E-02	8.40E-03	22.92790359
366	HSPA7	5.3354128	6.1390574	9.7496192	12.948898	13.5238541	9.8513533	0.910560836	6.47E-02	1.63E-02	22.87881682
367	SELENBP1	4.6394091	4.7365865	6.0316576	9.1531261	9.3214118	10.4519348	1.033273507	5.29E-02	9.56E-03	22.84358288
368	RSL24D1	6.9736463	6.5720715	5.5715986	10.0846112	11.6028209	10.54877	1.001229982	5.50E-02	1.09E-02	22.83243116
369	CTSO	5.3285264	6.3119075	5.018694	10.4610743	9.5283729	10.3984929	1.077450578	5.13E-02	8.18E-03	22.77973184
370	DDIT4	3.0245043	2.8096013	2.9956812	7.5025051	8.0839766	6.9389568	1.115607564	5.03E-02	7.11E-03	22.73469649
371	ADAM22	1.8744435	2.406905	4.4498938	6.7105675	6.9073747	8.5056104	0.945001049	5.96E-02	1.37E-02	22.63478525
372	TMEM176B	5.6586086	5.3406193	6.3558005	10.8548558	8.8104958	10.5443033	0.961176425	5.78E-02	1.27E-02	22.61260454
373	SPRY1	6.2275774	3.360637	6.0316576	11.2202607	7.8571772	8.8620767	0.802939311	9.12E-02	3.03E-02	22.57321793
374	FHL1	6.3818471	3.360637	6.3558005	10.515675	9.0351732	10.8747201	0.973697034	5.68E-02	1.20E-02	22.51591121
375	HNMT	3.8197323	4.8304956	4.7549172	8.5280696	8.3101394	10.3274811	1.025699356	5.31E-02	9.77E-03	22.4774594
376	SCRN1	4.815804	4.8079702	2.3793449	7.8190025	7.5377667	9.3038231	0.891362841	6.77E-02	1.80E-02	22.44028499
377	TUBA1C	5.6586086	6.6385363	4.7549172	8.5941417	11.4483541	10.1329672	0.922344888	6.24E-02	1.52E-02	22.2288063
378	PHYHD1	4.2098819	3.360637	5.7236017	7.8347051	8.6777266	9.7463764	0.931379512	6.13E-02	1.46E-02	22.12866754
379	LOC100506710	5.3044627	3.360637	2.9956812	8.2753779	7.4590463	8.985824	0.947114485	5.93E-02	1.35E-02	22.06006448
380	SARNP	4.2098819	4.7365865	4.2859964	7.3578678	8.7456379	9.9693394	0.94549733	5.96E-02	1.36E-02	22.00320019
381	RRAS2	2.2016907	3.8720139	4.5083337	8.3860905	7.8156527	8.3299138	1.041137027	5.22E-02	9.28E-03	21.97665491
382	TBL1XR1	6.1437849	5.3406193	6.3692392	10.8197789	7.9937674	10.7676638	0.824889773	8.45E-02	2.66E-02	21.86482197
383	PEX19	5.7003762	3.3213504	2.1654208	7.7708426	7.2567201	9.8072951	0.900027743	6.63E-02	1.71E-02	21.8489524
384	TMEM223	4.6394091	2.0230478	2.1654208	5.7241063	7.7288372	9.0875635	0.905246977	6.54E-02	1.67E-02	21.82870119
385	MBNL2	5.3285264	5.7897017	6.1759311	10.6636862	8.3101394	10.2139459	0.877773417	7.03E-02	1.96E-02	21.46991007
386	FOXJ2	3.3509967	2.8096013	4.9444683	7.7708426	9.3724255	6.8257955	0.905385776	6.54E-02	1.67E-02	21.40455473
387	LMO4	7.4101728	5.4346801	7.9563845	11.8263061	11.9033876	11.1522193	1.029960252	5.29E-02	9.67E-03	21.34954394
388	HDGFRP3	4.6394091	2.8096013	2.3793449	7.147675	7.2253537	8.0564393	0.932125716	6.11E-02	1.46E-02	21.34390766
389	STEAP4	6.5540448	6.9314777	7.3175252	10.1829712	11.3445033	13.8917924	1.000010753	5.52E-02	1.09E-02	21.30360368
390	SPTSSA	6.0082059	6.3119075	6.4507011	10.6190426	10.8739517	10.4132654	1.110892866	5.05E-02	7.26E-03	21.18629628
391	C8orf84	1.8744435	4.3899364	2.1654208	6.2771857	8.7784313	7.0438915	0.941363386	6.01E-02	1.39E-02	21.15229292
392	ZFP90	3.8197323	2.406905	3.9083598	6.8092213	7.6364622	8.5947028	0.963704308	5.75E-02	1.26E-02	21.14604998
393	ARID4B	5.0569476	4.9115166	6.0540376	10.5326233	9.4558882	7.8691489	0.856200545	7.49E-02	2.18E-02	21.09662862
394	PDCD6	2.2016907	3.8720139	2.1654208	5.5826351	6.6002221	8.6118796	0.870486295	7.17E-02	2.03E-02	21.09064583
395	EFR3A	4.6394091	3.7709946	2.3793449	7.5413002	9.7262434	6.7657063	0.908557594	6.51E-02	1.65E-02	20.91348244
396	OLA1	3.8399484	5.3621423	4.9444683	7.7210195	9.7484834	9.5011013	0.9418973	5.99E-02	1.39E-02	20.91318791
397	USPL1	4.309025	3.3213504	3.9352215	7.4827092	8.3971729	8.6948242	1.027712499	5.31E-02	9.73E-03	20.90533531
398	EFHA1	1.8744435	3.360637	2.1654208	6.988347	7.1604986	6.2560101	1.011052628	5.42E-02	1.04E-02	20.84409197
399	EEF1G	9.127293	9.6471417	9.3695859	13.1140369	14.0226902	13.8812053	1.053201682	5.19E-02	8.93E-03	20.75732369
