	Gene Symbol	CD44+ N37	CD44+ N39	CD44+ N40	CD44+ N105	CD44+ N171	CD44+ N174	t-value	q-value	p-value	PseudoFC
661	ITPKB	2.993831	2.023048	2.995681	8.156778	6.794431	7.291822	1.267570998	4.35E-02	4.33E-03	27.31049112
662	VPS37A	1.874444	2.023048	2.165421	7.36523	6.794431	6.195186	1.331793484	4.35E-02	3.35E-03	27.31049112
663	KCNS3	1.874444	2.023048	2.165421	7.144104	6.794431	6.195186	1.333010474	4.35E-02	3.33E-03	27.31049112
664	CD2AP	3.024504	2.406905	3.324375	9.704692	7.793829	7.033813	1.292672349	4.35E-02	4.02E-03	27.27154382
665	C7orf53	1.874444	2.406905	4.508334	8.757204	6.640994	8.650903	1.186350694	4.35E-02	6.04E-03	27.21916211
666	CYB5RL	4.963444	4.351315	3.935222	8.540832	9.729553	9.414247	1.302765953	4.35E-02	3.86E-03	27.21082387
667	1-Sep	2.201691	2.023048	2.165421	7.70315	6.613395	6.931222	1.392275523	4.35E-02	2.52E-03	27.20501672
668	TENC1	3.350997	2.406905	3.935222	7.771052	8.564762	8.11568	1.318863278	4.35E-02	3.58E-03	27.18396073
669	MRPL9	1.874444	2.023048	2.165421	7.394225	6.78473	5.634184	1.221641844	4.35E-02	5.17E-03	27.12745785
670	CGNL1	1.874444	2.023048	2.995681	8.801178	6.78473	6.385515	1.239415644	4.35E-02	4.83E-03	27.12745785
671	C2orf67	3.024504	2.023048	2.165421	6.960054	6.78473	7.291822	1.288782249	4.35E-02	4.07E-03	27.12745785
672	SLC25A20	1.874444	2.023048	2.165421	7.109557	6.78473	6.051818	1.302507789	4.35E-02	3.88E-03	27.12745785
673	BCAS2	1.874444	2.023048	2.165421	7.36523	6.78473	6.618407	1.412430196	4.35E-02	2.26E-03	27.12745785
674	CAPZA2	3.350997	4.736586	3.935222	9.220972	8.696398	8.135789	1.251008609	4.35E-02	4.61E-03	27.11795784
675	D2HGDH	1.874444	2.406905	2.379345	7.531061	7.138979	5.900694	1.236465647	4.35E-02	4.86E-03	27.08898184
676	C15orf29	1.874444	2.406905	2.379345	8.301578	7.138979	6.051818	1.267254291	4.35E-02	4.34E-03	27.08898184
677	TIA1	3.839948	4.389936	3.935222	9.137671	9.148683	7.774634	1.246571093	4.35E-02	4.72E-03	27.07231286
678	MRPS33	1.874444	2.406905	2.165421	6.339437	7.187136	6.924055	1.324974146	4.35E-02	3.50E-03	27.07020821
679	ARAF	2.993831	3.872014	2.165421	7.748771	7.094585	7.800057	1.20305	4.35E-02	5.55E-03	27.00097964
680	NEK5	5.491121	4.351315	5.018694	9.102956	10.779249	9.649245	1.279086825	4.35E-02	4.20E-03	26.93930149
681	EFNA4	1.874444	2.023048	2.165421	7.109557	6.774676	3.630092	0.879435185	4.43E-02	1.75E-02	26.93907272
682	ENOPH1	1.874444	2.023048	2.165421	8.033165	6.774676	3.630092	0.908376858	4.42E-02	1.60E-02	26.93907272
683	PIGB	1.874444	2.023048	2.165421	7.30543	6.774676	5.882028	1.268381405	4.35E-02	4.30E-03	26.93907272
684	MYO9A	1.874444	2.023048	2.165421	6.067497	6.774676	7.352555	1.304878008	4.35E-02	3.81E-03	26.93907272
685	GFM2	1.874444	2.023048	2.165421	7.074163	6.774676	6.106561	1.312923887	4.35E-02	3.68E-03	26.93907272
686	SYPL1	5.700376	4.389936	4.449894	10.448044	9.266358	8.784285	1.198475456	4.35E-02	5.72E-03	26.86521477
687	CHPT1	4.209882	3.360637	3.935222	10.746803	8.682351	7.428484	1.210262053	4.35E-02	5.42E-03	26.85520033
688	LOC100128292	4.963444	3.360637	4.944468	8.993498	9.694987	9.690619	1.322332238	4.35E-02	3.55E-03	26.83698597
689	KLHL20	1.874444	2.023048	2.379345	8.270632	6.640994	6.618407	1.33934312	4.35E-02	3.25E-03	26.7963288
690	GLB1	3.024504	2.023048	2.165421	7.726141	7.767462	6.195186	1.258683321	4.35E-02	4.47E-03	26.7776453
691	CAPN6	2.201691	2.023048	3.324375	5.728038	9.749902	6.942983	1.104637166	4.35E-02	8.06E-03	26.74675975
692	PCBP1	6.099991	5.487673	6.056062	11.549452	10.795655	9.113234	1.158269909	4.35E-02	6.66E-03	26.71527101
693	LRRC70	1.874444	2.023048	3.764125	7.274575	6.613395	7.033813	1.143404665	4.35E-02	7.02E-03	26.7034022
694	PPL	1.874444	3.32135	3.324375	8.087444	8.055928	6.455366	1.187302315	4.35E-02	6.02E-03	26.62256564
695	BCL11B	1.874444	2.406905	5.702912	7.167419	6.608026	7.640338	0.853806804	4.45E-02	1.87E-02	26.60421067
696	SRBD1	1.874444	2.023048	2.165421	7.144104	6.608026	6.73963	1.410076224	4.35E-02	2.30E-03	26.60421067
697	MPPED2	2.201691	2.406905	2.165421	6.252746	7.598264	6.931222	1.288231932	4.35E-02	4.11E-03	26.52959835
698	NDUFAF4	3.024504	3.770995	2.165421	7.037879	8.098861	7.748756	1.225280207	4.35E-02	5.08E-03	26.43270033
699	TCP1	6.054828	6.184248	6.891005	10.998912	11.611105	10.591321	1.294560006	4.35E-02	4.01E-03	26.35673733
700	IFI27L1	1.874444	2.023048	2.165421	6.339437	7.819723	6.73963	1.344183329	4.35E-02	3.19E-03	26.29255667
701	DUSP16	4.263463	2.023048	2.379345	9.171571	7.094585	4.146207	0.808288261	4.53E-02	2.15E-02	26.2681036
702	ZNF204P	1.874444	2.023048	2.379345	5.579836	7.094585	6.931222	1.190536984	4.35E-02	5.97E-03	26.2681036
703	SUB1	5.700376	5.487673	3.90836	11.207333	10.202833	8.456743	1.169061275	4.35E-02	6.45E-03	26.26664559
704	TPM1	5.263699	6.184248	3.324375	10.898741	9.834907	9.113234	1.191107633	4.35E-02	5.95E-03	26.25449514
705	FANCD2	3.839948	3.360637	2.165421	7.556937	8.533804	8.074602	1.297734103	4.35E-02	3.97E-03	26.24490192
706	TMEM200B	1.874444	2.023048	3.90836	7.274575	6.78473	6.587378	1.0933647	4.35E-02	8.47E-03	26.22615433
707	GBP2	4.263463	3.360637	4.754917	9.381659	8.916384	8.974957	1.355447985	4.35E-02	3.04E-03	26.19997746
708	F10	2.201691	4.351315	3.324375	6.664985	8.033973	9.584871	1.122974473	4.35E-02	7.51E-03	26.16558154
709	NRBP2	3.839948	2.406905	5.225216	8.628872	8.549366	7.291822	1.043836521	4.36E-02	1.02E-02	26.16230076
710	C3orf58	3.350997	2.406905	2.995681	7.835902	8.055928	6.106561	1.130842011	4.35E-02	7.33E-03	26.08107487
711	CXCL2	3.350997	5.297868	5.225216	11.153218	8.63937	8.053616	1.06489746	4.35E-02	9.39E-03	26.03931406
712	PTRHD1	2.993831	2.809601	4.449894	8.98399	7.656894	7.695565	1.201607749	4.35E-02	5.58E-03	26.02333161
713	CEP85L	2.201691	2.023048	3.935222	7.33564	7.793829	6.722123	1.166244188	4.35E-02	6.49E-03	25.97542296
714	DUSP12	1.874444	3.32135	2.165421	8.579223	6.861783	4.146207	0.887282254	4.42E-02	1.71E-02	25.9266156
715	AK5	1.874444	2.406905	2.165421	8.270632	6.861783	5.900694	1.235847176	4.35E-02	4.88E-03	25.9266156
716	C14orf45	2.201691	2.023048	2.165421	7.33564	6.861783	5.874974	1.245184011	4.35E-02	4.74E-03	25.9266156
717	BCL11A	2.201691	2.023048	2.165421	9.388882	6.861783	6.051818	1.252313386	4.35E-02	4.58E-03	25.9266156
718	SLC25A12	2.993831	2.023048	2.165421	6.664985	6.861783	7.695565	1.276421753	4.35E-02	4.22E-03	25.9266156
719	RB1CC1	3.819732	4.413323	2.379345	8.514658	8.668166	7.774634	1.228300107	4.35E-02	5.02E-03	25.90081669
720	CDC123	2.201691	4.80797	2.165421	6.857154	7.767462	7.020304	1.002153052	4.36E-02	1.18E-02	25.84356993
721	TRPT1	2.201691	3.32135	2.165421	6.857154	7.138979	7.943848	1.27393932	4.35E-02	4.24E-03	25.84356993
722	SKP1	4.682076	4.80797	3.324375	10.224057	9.228189	8.010706	1.212824281	4.35E-02	5.35E-03	25.74697466
723	SATB1	1.874444	3.360637	3.90836	8.591796	7.138979	6.722123	1.092761889	4.35E-02	8.50E-03	25.69536742
724	LOC439990	3.350997	2.406905	5.018694	7.177844	8.2398	8.03232	1.040800583	4.36E-02	1.03E-02	25.65776815
725	SP100	5.328526	4.389936	4.508334	10.006526	9.81573	8.894619	1.311890328	4.35E-02	3.69E-03	25.59872008
726	ICOS	1.874444	2.023048	4.285996	7.748771	6.551443	7.255535	1.091663323	4.35E-02	8.55E-03	25.5809718
727	WDR11	1.874444	2.023048	2.165421	7.835902	6.551443	6.69026	1.373235057	4.35E-02	2.80E-03	25.5809718
728	TAGAP	1.874444	2.023048	2.165421	7.70315	6.551443	6.69026	1.377341913	4.35E-02	2.75E-03	25.5809718
729	MAPKAPK5	1.874444	2.023048	3.324375	6.550689	7.56803	7.46072	1.262296109	4.35E-02	4.43E-03	25.56761687
730	NUDT2	1.874444	2.023048	2.165421	6.651882	6.549959	6.942983	1.391350895	4.35E-02	2.54E-03	25.55468098
731	LOC440704	1.874444	2.023048	4.449894	6.544171	8.258856	8.03232	1.14382507	4.35E-02	7.01E-03	25.45236756
732	COL21A1	1.874444	2.023048	2.165421	4.739845	7.627877	6.69026	1.060703985	4.35E-02	9.52E-03	25.40802313
733	INO80B	2.993831	2.023048	2.165421	7.995811	6.774676	6.69026	1.269804049	4.35E-02	4.28E-03	25.40802313
734	GUCY1A2	3.350997	2.809601	3.324375	7.976765	7.473335	8.074602	1.342706111	4.35E-02	3.20E-03	25.34683046
735	GTF2A2	3.350997	4.389936	2.379345	8.014609	8.436733	7.395512	1.178175253	4.35E-02	6.22E-03	25.34470702
736	KDM3B	2.993831	2.809601	3.324375	8.156778	7.656894	5.446557	0.992371271	4.36E-02	1.21E-02	25.33506092
737	SNHG13	2.201691	2.023048	3.324375	8.688623	6.861783	5.446557	1.054233315	4.36E-02	9.79E-03	25.28293607
738	EXOC1	1.874444	2.406905	2.995681	7.177844	7.066159	6.69026	1.269905002	4.35E-02	4.27E-03	25.26824784
739	PLA2G16	3.024504	3.32135	2.379345	8.616619	7.31791	7.033813	1.252695268	4.35E-02	4.58E-03	25.18457649
740	CTSF	3.350997	5.297868	5.018694	8.447068	9.81573	9.67008	1.195993532	4.35E-02	5.79E-03	25.13083076
741	FTO	5.335413	2.809601	2.995681	8.757204	8.011679	7.46072	1.057854852	4.35E-02	9.63E-03	25.12617097
742	IFT43	4.639409	3.360637	2.379345	8.361545	8.011679	7.582913	1.154193206	4.35E-02	6.75E-03	25.12483103
743	HIST1H2BD	1.874444	2.023048	2.165421	6.814118	6.774676	5.446557	1.173051353	4.35E-02	6.32E-03	25.08403735
744	ABCB7	1.874444	2.406905	2.165421	6.814118	7.066159	5.882028	1.225878698	4.35E-02	5.05E-03	25.08403735
745	C4orf43	2.201691	2.023048	2.165421	6.814118	7.138979	6.649696	1.400491226	4.35E-02	2.44E-03	25.08403735
746	LARS	4.743564	3.872014	2.995681	8.811966	8.453372	8.519314	1.261372601	4.35E-02	4.45E-03	25.05974983
747	EBNA1BP2	3.350997	2.023048	3.324375	9.16317	7.96603	6.32627	1.182228211	4.35E-02	6.12E-03	24.96189192
748	OXSR1	2.993831	2.809601	2.379345	7.450526	8.098861	6.129407	1.172615583	4.35E-02	6.33E-03	24.94924674
749	BAG1	2.201691	3.360637	2.995681	8.514658	7.627877	6.195186	1.152218936	4.35E-02	6.80E-03	24.79874847
750	NDUFB6	3.839948	3.770995	3.324375	8.723321	8.402869	7.582913	1.273549571	4.35E-02	4.26E-03	24.79322335
751	SLC9A3R2	3.024504	3.770995	2.379345	7.656039	7.870158	7.428484	1.258137486	4.35E-02	4.50E-03	24.78739546
752	C3orf14	1.874444	2.406905	2.165421	8.033165	6.794431	5.106393	1.098911998	4.35E-02	8.24E-03	24.74405998
753	LSM6	1.874444	2.406905	2.165421	8.376156	6.794431	5.106393	1.101421926	4.35E-02	8.16E-03	24.74405998
754	LACTB2	2.201691	2.023048	2.165421	7.25991	6.794431	5.634184	1.193060818	4.35E-02	5.87E-03	24.74405998
755	NCDN	1.874444	2.406905	2.165421	7.074163	6.794431	6.106561	1.268437083	4.35E-02	4.30E-03	24.74405998
756	BTN3A1	2.201691	2.023048	4.724406	6.651882	8.668166	8.519314	1.149993582	4.35E-02	6.86E-03	24.7410445
757	ZNF639	2.201691	2.023048	2.995681	6.651882	7.187136	7.218312	1.288369293	4.35E-02	4.09E-03	24.7410445
758	KRCC1	1.874444	2.023048	2.379345	6.651882	6.551443	6.931222	1.35182118	4.35E-02	3.06E-03	24.7410445
759	NADKD1	3.819732	2.406905	2.379345	8.447068	7.292524	6.924055	1.204650513	4.35E-02	5.50E-03	24.71535693
760	KBTBD6	4.682076	2.023048	2.165421	7.771052	7.25505	6.649696	1.028182814	4.36E-02	1.06E-02	24.70357767
761	PLXDC2	1.874444	2.023048	2.165421	7.42265	5.920411	6.649696	1.26491987	4.35E-02	4.37E-03	24.70357767
762	GLUD2	1.874444	2.023048	2.165421	7.394225	6.205902	6.649696	1.318825257	4.35E-02	3.59E-03	24.70357767
763	LZTFL1	1.874444	2.023048	2.165421	8.433162	6.373501	6.649696	1.322482116	4.35E-02	3.53E-03	24.70357767
764	JPX	4.682076	4.830496	4.285996	7.037879	9.303543	9.676959	1.000944502	4.36E-02	1.18E-02	24.61500587
765	ANKHD1	1.874444	3.32135	3.935222	9.276547	7.942653	6.106561	1.092120533	4.35E-02	8.53E-03	24.6122067
766	IGSF10	1.874444	3.770995	3.90836	6.063041	9.809281	8.391335	1.088869818	4.35E-02	8.64E-03	24.59580057
767	ZNF511	2.993831	2.023048	2.165421	7.937902	6.78473	2.921909	0.730238727	4.74E-02	2.71E-02	24.57822677
768	FGF5	1.874444	2.809601	2.165421	5.095353	6.78473	7.523109	1.046443307	4.36E-02	1.01E-02	24.57822677
769	PAN2	1.874444	2.809601	2.165421	8.579223	6.78473	5.446557	1.113940659	4.35E-02	7.79E-03	24.57822677
770	CC2D2B	1.874444	2.023048	2.165421	5.728038	6.78473	6.722123	1.225940584	4.35E-02	5.04E-03	24.57822677
771	KIAA1598	1.874444	2.809601	2.165421	7.582358	6.78473	6.195186	1.229811105	4.35E-02	4.98E-03	24.57822677
772	SMYD3	2.201691	2.023048	2.165421	6.550689	6.78473	7.395512	1.370998938	4.35E-02	2.81E-03	24.57822677
773	RBL2	5.744513	3.770995	3.324375	8.474485	7.942653	8.549611	1.011402059	4.36E-02	1.14E-02	24.5606664
774	GRHL1	1.874444	2.023048	2.165421	7.748771	6.640994	3.630092	0.893155154	4.42E-02	1.69E-02	24.5550265
775	CXorf56	1.874444	2.023048	2.165421	7.074163	6.640994	5.634184	1.20881455	4.35E-02	5.45E-03	24.5550265
776	FTSJ1	1.874444	2.023048	2.379345	7.167419	6.640994	5.900694	1.234877871	4.35E-02	4.91E-03	24.5550265
777	RSBN1L	1.874444	2.023048	2.165421	6.814118	6.640994	5.874974	1.252956716	4.35E-02	4.57E-03	24.5550265
778	ZDHHC1	1.874444	2.023048	2.165421	6.811341	6.640994	6.32627	1.347018693	4.35E-02	3.13E-03	24.5550265
779	SNX1	3.819732	4.413323	2.379345	9.030914	8.011679	7.428484	1.156859925	4.35E-02	6.69E-03	24.54898272
780	SNCA	1.874444	3.32135	2.165421	7.937902	7.53715	4.562324	0.964307712	4.38E-02	1.32E-02	24.53129473
781	SKIL	4.209882	4.750708	7.794136	9.367104	9.687973	9.248674	0.884512322	4.42E-02	1.72E-02	24.52866177
782	ECHDC2	2.993831	4.911517	6.012527	9.52623	9.275744	10.531856	1.226139953	4.35E-02	5.03E-03	24.50006535
783	DNAJC1	1.874444	2.406905	2.995681	7.607339	7.505595	6.129407	1.22334731	4.35E-02	5.12E-03	24.44821815
784	PPP1R21	2.201691	2.023048	2.165421	7.771052	6.774676	5.634184	1.194302362	4.35E-02	5.84E-03	24.40754464
785	LRRCC1	2.201691	2.023048	2.165421	6.252746	6.774676	6.924055	1.314195332	4.35E-02	3.63E-03	24.40754464
786	7-Sep	6.344798	4.830496	4.724406	9.33006	9.532215	9.910841	1.135413648	4.35E-02	7.23E-03	24.34669689
787	FAM84A	2.201691	2.809601	4.944468	7.450526	7.414086	7.152205	0.988776416	4.36E-02	1.22E-02	24.32697642
788	IL7R	2.201691	4.911517	4.449894	9.513069	7.656894	8.549611	1.117427596	4.35E-02	7.66E-03	24.27757762
789	PARP3	1.874444	3.32135	2.995681	7.243046	7.91889	7.020304	1.245668254	4.35E-02	4.73E-03	24.21014158
790	CLUAP1	2.201691	2.809601	2.165421	5.705318	7.406567	7.395512	1.159695681	4.35E-02	6.62E-03	24.20051978
791	OTUD1	3.350997	2.023048	4.285996	8.270632	8.055928	6.618407	1.089180811	4.35E-02	8.63E-03	24.17357893
792	ALDH5A1	1.874444	2.023048	3.324375	6.498222	7.656894	6.618407	1.183001358	4.35E-02	6.10E-03	24.17357893
793	C3orf72	2.201691	2.023048	3.764125	7.748771	8.200916	6.618407	1.228707434	4.35E-02	4.99E-03	24.17357893
794	CSTA	1.874444	2.023048	2.165421	6.063041	7.740604	6.618407	1.283373611	4.35E-02	4.15E-03	24.17357893
795	MUC22	1.874444	2.023048	2.165421	6.244586	6.774676	6.618407	1.327998933	4.35E-02	3.43E-03	24.17357893
796	EIF2B1	1.874444	2.023048	2.165421	6.283686	7.31791	6.618407	1.33114887	4.35E-02	3.38E-03	24.17357893
797	SLC15A2	3.350997	2.809601	5.018694	7.856887	7.942653	8.472642	1.113022627	4.35E-02	7.82E-03	24.11160572
798	LOC100506783	1.874444	2.023048	2.165421	4.894482	6.613395	6.931222	1.06676176	4.35E-02	9.35E-03	24.08974772
799	LOC338799	4.209882	2.023048	2.379345	7.582358	6.613395	8.11568	1.131234123	4.35E-02	7.31E-03	24.08974772
800	LINC00173	1.874444	2.023048	2.165421	6.283686	6.613395	7.327219	1.330363199	4.35E-02	3.40E-03	24.08974772
801	KLHL5	6.417969	4.750708	5.225216	9.3744	10.573912	9.814317	1.161614437	4.35E-02	6.56E-03	24.06893827
802	CCDC82	2.993831	2.023048	2.165421	7.582358	7.094585	6.051818	1.196942975	4.35E-02	5.77E-03	24.05937003
803	RECQL	2.993831	3.32135	2.379345	7.582358	7.942653	6.649696	1.213446908	4.35E-02	5.35E-03	24.05937003
804	SARNP	4.209882	4.736586	4.285996	9.120418	9.294336	8.79697	1.351167297	4.35E-02	3.07E-03	24.03537901
805	HSPB11	1.874444	2.023048	2.165421	8.676869	6.608026	4.476242	1.027331267	4.36E-02	1.07E-02	24.00026479
806	C1orf133	1.874444	2.023048	2.165421	7.531061	6.608026	5.446557	1.174488081	4.35E-02	6.30E-03	24.00026479
807	CDKN2AIPNL	2.201691	3.360637	2.165421	6.550689	7.656894	7.943848	1.262796542	4.35E-02	4.42E-03	23.97088779
808	HEXB	2.201691	2.406905	2.165421	8.239009	6.78473	5.874974	1.200598886	4.35E-02	5.66E-03	23.96802366
809	ZNF10	1.874444	2.023048	4.944468	7.36523	7.138979	6.455366	0.94699911	4.39E-02	1.40E-02	23.93288639
810	RBM15	1.874444	2.023048	3.764125	7.167419	6.861783	6.455366	1.104539406	4.35E-02	8.07E-03	23.93288639
811	SIKE1	1.874444	3.32135	2.165421	7.109557	7.870158	6.455366	1.224561602	4.35E-02	5.10E-03	23.93288639
812	TTC33	1.874444	2.023048	2.379345	6.960054	6.794431	4.790662	1.037372085	4.36E-02	1.04E-02	23.92934054
813	KCNQ1OT1	6.48761	6.049721	6.800663	9.99237	12.049044	11.065018	1.188493591	4.35E-02	6.00E-03	23.87464806
814	KLRD1	4.815804	4.351315	4.724406	9.188227	9.392516	8.974957	1.333603849	4.35E-02	3.32E-03	23.8631422
815	SERPING1	5.316227	5.661685	5.592916	8.331873	10.167971	11.441372	1.077117872	4.35E-02	9.05E-03	23.83575652
816	C5orf56	2.201691	2.809601	2.165421	7.631894	6.774676	5.874974	1.156360275	4.35E-02	6.71E-03	23.80157906
817	KIAA1109	3.024504	2.809601	2.995681	7.607339	7.56803	7.352555	1.369955735	4.35E-02	2.83E-03	23.7910824
818	SYNE1	3.819732	2.023048	3.324375	6.664985	7.89473	8.053616	1.142927948	4.35E-02	7.03E-03	23.75822255
819	LOC100233209	6.792865	6.391145	7.462086	10.960644	11.961598	11.981038	1.288443668	4.35E-02	4.09E-03	23.74413357
820	METTL21A	4.309025	5.487673	4.724406	8.875048	9.451686	9.430619	1.217985065	4.35E-02	5.24E-03	23.68699744
821	CRIPT	2.993831	2.023048	3.324375	8.206677	7.066159	6.587378	1.171066747	4.35E-02	6.39E-03	23.65921155
822	HDAC11	3.350997	2.023048	2.165421	6.811341	7.174648	6.587378	1.179513077	4.35E-02	6.18E-03	23.65921155
823	GPR89A	1.874444	2.023048	2.165421	5.891233	7.845161	6.587378	1.248674399	4.35E-02	4.67E-03	23.65921155
824	TRIM66	3.024504	2.023048	2.165421	7.109557	7.191402	6.587378	1.268142789	4.35E-02	4.31E-03	23.65921155
825	TBC1D7	1.874444	2.023048	2.165421	7.504712	6.043524	6.587378	1.280406093	4.35E-02	4.18E-03	23.65921155
826	PAAF1	1.874444	2.023048	2.165421	6.067497	6.794431	6.587378	1.289259813	4.35E-02	4.07E-03	23.65921155
827	MRPL13	1.874444	2.023048	2.165421	6.396698	6.78473	6.587378	1.356059366	4.35E-02	3.01E-03	23.65921155
828	GPR155	3.839948	4.389936	3.90836	8.139755	8.579995	8.952456	1.281341803	4.35E-02	4.17E-03	23.62953761
829	MED18	1.874444	2.023048	2.995681	7.556937	5.936219	6.587378	1.151729621	4.35E-02	6.83E-03	23.60885295
830	GLT8D2	3.024504	2.809601	3.90836	5.448591	9.44338	7.582913	0.957806402	4.38E-02	1.35E-02	23.56230868
831	TMSB10	7.730559	8.526827	8.589765	12.223349	13.084066	13.815308	1.263616916	4.35E-02	4.39E-03	23.54320638
832	GUSBP3	1.874444	2.023048	2.165421	5.095353	6.608026	6.722123	1.095976136	4.35E-02	8.36E-03	23.53445132
833	CEP120	2.993831	2.023048	2.165421	6.664985	6.861783	6.722123	1.231317893	4.35E-02	4.96E-03	23.53445132
834	LOC649395	6.736762	7.440099	6.737132	12.140187	11.292969	8.822008	0.889163887	4.42E-02	1.71E-02	23.52035554
835	KCNJ5	1.874444	2.023048	2.379345	4.013424	6.640994	6.931222	0.904184544	4.42E-02	1.62E-02	23.4558644
836	PLOD2	3.024504	3.32135	2.379345	8.270632	7.56803	6.931222	1.263438737	4.35E-02	4.39E-03	23.4558644
837	SPG11	3.819732	3.32135	2.995681	8.433162	7.870158	6.051818	1.021646357	4.36E-02	1.10E-02	23.40601888
838	KIF20B	3.839948	2.023048	4.449894	6.811341	8.998044	8.194487	1.087081501	4.35E-02	8.71E-03	23.39534754
839	LOC646999	4.263463	2.809601	2.995681	6.814118	8.181074	8.809543	1.152033513	4.35E-02	6.82E-03	23.36181394
840	MTIF2	2.993831	4.351315	2.165421	7.792994	7.53715	7.492252	1.145688081	4.35E-02	6.95E-03	23.3171432
841	PSMA2	5.700376	4.736586	5.217616	10.325413	9.756621	8.519314	1.126665995	4.35E-02	7.43E-03	23.2475319
842	KTN1	5.856559	4.389936	3.90836	10.515592	8.928336	8.269212	1.097868094	4.35E-02	8.27E-03	23.23777193
843	H6PD	6.58615	3.360637	2.379345	7.30543	8.220489	7.897492	0.816997509	4.52E-02	2.09E-02	23.21289741
844	DPCD	1.874444	2.023048	2.995681	7.531061	7.094585	6.129407	1.224892697	4.35E-02	5.09E-03	23.18917468
845	LOC100507463	4.743564	4.736586	5.592916	9.220972	10.12707	9.50208	1.268755891	4.35E-02	4.29E-03	23.16947987
846	GCNT2	1.874444	2.023048	2.165421	8.069577	6.551443	3.676349	0.902248155	4.42E-02	1.64E-02	23.07717768
847	ATP13A5	1.874444	2.023048	2.165421	7.243046	6.551443	4.146207	0.949172623	4.39E-02	1.39E-02	23.07717768
848	VTCN1	1.874444	2.023048	2.165421	8.723321	6.551443	4.562324	1.035607373	4.36E-02	1.04E-02	23.07717768
849	WDR76	1.874444	2.023048	2.165421	5.320955	6.551443	6.942983	1.141200772	4.35E-02	7.09E-03	23.07717768
850	ALAS1	3.819732	2.023048	2.379345	7.976765	6.551443	7.46072	1.171121886	4.35E-02	6.39E-03	23.07717768
851	DFNB59	1.874444	2.023048	2.165421	6.811341	6.551443	5.882028	1.248884911	4.35E-02	4.66E-03	23.07717768
852	MAP7D3	3.819732	2.023048	2.995681	6.550689	7.53715	8.25089	1.140714523	4.35E-02	7.12E-03	23.06512989
853	CNTLN	3.024504	2.809601	2.995681	6.283686	7.845161	7.523109	1.1521129	4.35E-02	6.82E-03	23.06171826
854	PDE5A	3.350997	2.023048	2.995681	7.450526	7.56803	7.523109	1.302298759	4.35E-02	3.89E-03	23.06171826
855	TCEAL3	1.874444	2.023048	2.165421	7.42265	6.549959	2.921909	0.783262576	4.57E-02	2.31E-02	23.05346013
856	C14orf133	1.874444	2.023048	2.165421	6.954147	6.549959	4.146207	0.939895687	4.40E-02	1.44E-02	23.05346013
857	RNF141	1.874444	2.023048	2.165421	7.450526	6.549959	5.091834	1.107560434	4.35E-02	7.98E-03	23.05346013
858	PTPN22	1.874444	2.023048	2.165421	7.877571	6.549959	5.091834	1.110853583	4.35E-02	7.89E-03	23.05346013
859	MTRNR2L6	1.874444	2.023048	2.165421	9.002943	6.549959	5.106393	1.113511115	4.35E-02	7.80E-03	23.05346013
860	TMEM156	1.874444	2.023048	2.165421	5.320955	6.549959	6.924055	1.140719187	4.35E-02	7.11E-03	23.05346013
861	PDIA5	1.874444	2.023048	2.165421	8.768324	6.549959	5.580533	1.18414961	4.35E-02	6.08E-03	23.05346013
862	CMAHP	2.201691	3.32135	2.165421	7.30543	6.774676	6.69026	1.193224533	4.35E-02	5.86E-03	23.02037138
863	DHX29	3.819732	2.406905	2.165421	7.957464	7.845161	6.69026	1.209878241	4.35E-02	5.43E-03	23.02037138
864	PCDHA9	2.993831	3.32135	2.995681	6.954147	7.845161	7.774634	1.250634511	4.35E-02	4.62E-03	23.00396157
865	PPP1CA	3.839948	2.023048	2.165421	8.361545	7.174648	5.446557	1.014377122	4.36E-02	1.13E-02	22.96869421
866	YEATS4	1.874444	2.023048	2.165421	6.544171	6.774676	2.921909	0.75736983	4.64E-02	2.50E-02	22.96116086
867	TMEM55A	1.874444	2.023048	2.165421	6.544171	7.292524	4.146207	0.950170014	4.39E-02	1.39E-02	22.96116086
868	MTERFD1	1.874444	2.023048	2.165421	6.544171	6.794431	5.446557	1.161402762	4.35E-02	6.57E-03	22.96116086
869	C12orf35	3.350997	2.023048	2.379345	6.544171	7.31791	6.924055	1.179090721	4.35E-02	6.19E-03	22.96116086
870	CETN3	1.874444	2.023048	2.165421	6.544171	7.406567	5.580533	1.19302659	4.35E-02	5.88E-03	22.96116086
871	RIOK2	1.874444	2.023048	2.165421	6.544171	6.774676	5.882028	1.247866237	4.35E-02	4.67E-03	22.96116086
872	C1QTNF3	1.874444	2.023048	2.379345	6.544171	6.189775	7.020304	1.279008286	4.35E-02	4.20E-03	22.96116086
873	LOC572558	1.874444	2.023048	2.165421	6.395481	6.613395	6.618407	1.353469445	4.35E-02	3.05E-03	22.95978186
874	LOC729987	4.263463	3.770995	4.285996	7.957464	9.435026	8.784285	1.252239637	4.35E-02	4.59E-03	22.95636454
875	OXNAD1	2.201691	2.023048	2.379345	7.144104	5.920411	6.722123	1.219809578	4.35E-02	5.20E-03	22.950162
876	FBXL13	6.186289	5.340619	5.225216	9.466036	10.697795	10.683012	1.25711159	4.35E-02	4.52E-03	22.80859486
877	ZMYM5	1.874444	2.023048	3.90836	6.651882	7.094585	6.385515	1.049337581	4.36E-02	9.95E-03	22.80173059
